sample_id,experiment_id,study_id,sequencing_type,cell_type,treatment,timepoint,replicate,organism,platform,library_strategy,library_source,total_reads,total_bases,cap_selection_method,file_size,fractionation_method,instrument,translation_inhibitor
SRR11825722,SRX8376262,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,13243138,662156900,,328600994,,Illumina HiSeq 2500,
SRR11825723,SRX8376261,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,18102809,905140450,,426864697,,Illumina HiSeq 2500,
SRR11825724,SRX8376260,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17830304,891515200,,419103084,,Illumina HiSeq 2500,
SRR11825725,SRX8376259,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17904588,895229400,,446152787,,Illumina HiSeq 2500,
SRR11825726,SRX8376258,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17617766,880888300,,437327820,,Illumina HiSeq 2500,
SRR11825727,SRX8376257,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,24860432,1243021600,,611731134,,Illumina HiSeq 2500,
SRR11825728,SRX8376256,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,24540908,1227045400,,601577251,,Illumina HiSeq 2500,
SRR11825713,SRX8376271,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17167380,858369000,,424895630,,Illumina HiSeq 2500,
SRR11825714,SRX8376270,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,16977777,848888850,,418499146,,Illumina HiSeq 2500,
SRR11825715,SRX8376269,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,12961743,648087150,,322829111,,Illumina HiSeq 2500,
SRR11825716,SRX8376268,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,12764582,638229100,,316582020,,Illumina HiSeq 2500,
SRR11825717,SRX8376267,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,15972101,798605050,,372100713,,Illumina HiSeq 2500,
SRR11825718,SRX8376266,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,15749590,787479500,,365850750,,Illumina HiSeq 2500,
SRR11825719,SRX8376265,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,16983726,849186300,,429438707,,Illumina HiSeq 2500,
SRR11825720,SRX8376264,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,16702532,835126600,,420493997,,Illumina HiSeq 2500,
SRR11825721,SRX8376263,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,13498791,674939550,,336221004,,Illumina HiSeq 2500,
SRR11825722,SRX8376262,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,13243138,662156900,,328600994,,Illumina HiSeq 2500,
SRR11825723,SRX8376261,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,18102809,905140450,,426864697,,Illumina HiSeq 2500,
SRR11825724,SRX8376260,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17830304,891515200,,419103084,,Illumina HiSeq 2500,
SRR11825725,SRX8376259,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17904588,895229400,,446152787,,Illumina HiSeq 2500,
SRR11825726,SRX8376258,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,17617766,880888300,,437327820,,Illumina HiSeq 2500,
SRR11825727,SRX8376257,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,24860432,1243021600,,611731134,,Illumina HiSeq 2500,
SRR11825728,SRX8376256,634332,RNA-seq,hepatocytes,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,24540908,1227045400,,601577251,,Illumina HiSeq 2500,
SRR1149725,SRX454192,633140,RNA-seq,stem cells,unknown,unknown,unknown,Streptococcus pyogenes,,WGS,GENOMIC,1991712,83651904,,57313615,,Illumina HiSeq 2000,
SRR11798537,SRX8350003,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,16610153,847117803,,314971822,,Illumina HiSeq 2500,
SRR11798536,SRX8350002,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,18735583,955514733,,354210330,,Illumina HiSeq 2500,
SRR11798535,SRX8350001,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,27051500,1379626500,,511652642,,Illumina HiSeq 2500,
SRR11798534,SRX8350000,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,25150616,1282681416,,476052249,,Illumina HiSeq 2500,
SRR11798530,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,26608746,1357046046,,415507594,,Illumina HiSeq 2500,
SRR11798531,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,29035992,1480835592,,446734528,,Illumina HiSeq 2500,
SRR11798532,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,8864903,452110053,,135786756,,Illumina HiSeq 2500,
SRR11798533,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,14527391,740896941,,275139660,,Illumina HiSeq 2500,
SRR11798526,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,30715307,1566480657,,481520533,,Illumina HiSeq 2500,
SRR11798527,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,33347594,1700727294,,514045782,,Illumina HiSeq 2500,
SRR11798528,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,19529567,996007917,,299236425,,Illumina HiSeq 2500,
SRR11798529,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,16688159,851096109,,314807178,,Illumina HiSeq 2500,
SRR11798522,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,28361910,1446457410,,441308122,,Illumina HiSeq 2500,
SRR11798523,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,30964994,1579214694,,474657390,,Illumina HiSeq 2500,
SRR11798524,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,8792392,448411992,,134664192,,Illumina HiSeq 2500,
SRR11798525,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,15638090,797542590,,295110198,,Illumina HiSeq 2500,
SRR11798518,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,23398833,1193340483,,362897870,,Illumina HiSeq 2500,
SRR11798519,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,25835345,1317602595,,394737244,,Illumina HiSeq 2500,
SRR11798520,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,38383134,1957539834,,581394875,,Illumina HiSeq 2500,
SRR11798521,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,14614257,745327107,,274616502,,Illumina HiSeq 2500,
SRR11798537,SRX8350003,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,16610153,847117803,,314971822,,Illumina HiSeq 2500,
SRR11798536,SRX8350002,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,18735583,955514733,,354210330,,Illumina HiSeq 2500,
SRR11798535,SRX8350001,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,27051500,1379626500,,511652642,,Illumina HiSeq 2500,
SRR11798534,SRX8350000,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,25150616,1282681416,,476052249,,Illumina HiSeq 2500,
SRR11798530,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,26608746,1357046046,,415507594,,Illumina HiSeq 2500,
SRR11798531,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,29035992,1480835592,,446734528,,Illumina HiSeq 2500,
SRR11798532,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,8864903,452110053,,135786756,,Illumina HiSeq 2500,
SRR11798533,SRX8349999,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,14527391,740896941,,275139660,,Illumina HiSeq 2500,
SRR11798526,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,30715307,1566480657,,481520533,,Illumina HiSeq 2500,
SRR11798527,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,33347594,1700727294,,514045782,,Illumina HiSeq 2500,
SRR11798528,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,19529567,996007917,,299236425,,Illumina HiSeq 2500,
SRR11798529,SRX8349998,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,16688159,851096109,,314807178,,Illumina HiSeq 2500,
SRR11798522,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,28361910,1446457410,,441308122,,Illumina HiSeq 2500,
SRR11798523,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,30964994,1579214694,,474657390,,Illumina HiSeq 2500,
SRR11798524,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,8792392,448411992,,134664192,,Illumina HiSeq 2500,
SRR11798525,SRX8349997,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,15638090,797542590,,295110198,,Illumina HiSeq 2500,
SRR11798518,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,23398833,1193340483,,362897870,,Illumina HiSeq 2500,
SRR11798519,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,25835345,1317602595,,394737244,,Illumina HiSeq 2500,
SRR11798520,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,38383134,1957539834,,581394875,,Illumina HiSeq 2500,
SRR11798521,SRX8349996,633140,RNA-seq,mESC J1,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,14614257,745327107,,274616502,,Illumina HiSeq 2500,
SRR1147558,SRX452025,630973,RNA-seq,bacterial cells,unknown,unknown,unknown,Streptococcus pyogenes,,WGS,GENOMIC,1563311,65659062,,46940035,,Illumina HiSeq 2000,
SRR11728147,SRX8287441,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,21288738,655327947,,302445251,,NextSeq 500,
SRR11728146,SRX8287440,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,22591928,697158410,,321059707,,NextSeq 500,
SRR11728145,SRX8287439,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,20988562,641691280,,296890170,,NextSeq 500,
SRR11728144,SRX8287438,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,27927014,856454894,,395096420,,NextSeq 500,
SRR11728143,SRX8287437,630973,RNA-seq,bacterial cells,Control (untreated) + puromycin in lysate,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,23980193,680800251,,297586020,,NextSeq 500,
SRR11728142,SRX8287436,630973,RNA-seq,bacterial cells,Apidaecin + puromycin in lysate,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,25706349,726184822,,318323579,,NextSeq 500,
SRR11728141,SRX8287435,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,19004981,544434360,,254086349,,NextSeq 500,
SRR11728140,SRX8287434,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,47805182,1356765262,,620614304,,NextSeq 500,
SRR11728139,SRX8287433,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,15977217,456361937,,214388854,,NextSeq 500,
SRR11728138,SRX8287432,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,22032519,641150000,,298915927,,NextSeq 500,
SRR11728147,SRX8287441,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,21288738,655327947,,302445251,,NextSeq 500,
SRR11728146,SRX8287440,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,22591928,697158410,,321059707,,NextSeq 500,
SRR11728145,SRX8287439,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,20988562,641691280,,296890170,,NextSeq 500,
SRR11728144,SRX8287438,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,RNA-Seq,TRANSCRIPTOMIC,27927014,856454894,,395096420,,NextSeq 500,
SRR11728143,SRX8287437,630973,RNA-seq,bacterial cells,Control (untreated) + puromycin in lysate,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,23980193,680800251,,297586020,,NextSeq 500,
SRR11728142,SRX8287436,630973,RNA-seq,bacterial cells,Apidaecin + puromycin in lysate,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,25706349,726184822,,318323579,,NextSeq 500,
SRR11728141,SRX8287435,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,19004981,544434360,,254086349,,NextSeq 500,
SRR11728140,SRX8287434,630973,RNA-seq,bacterial cells,Control (untreated),unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,47805182,1356765262,,620614304,,NextSeq 500,
SRR11728139,SRX8287433,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,15977217,456361937,,214388854,,NextSeq 500,
SRR11728138,SRX8287432,630973,RNA-seq,bacterial cells,Apidaecin,unknown,unknown,Escherichia coli BL21,,OTHER,TRANSCRIPTOMIC,22032519,641150000,,298915927,,NextSeq 500,
SRR1146637,SRX451761,630709,RNA-seq,Wt cells,unknown,unknown,unknown,Streptococcus gordonii str. Challis substr. CH1,,RNA-Seq,TRANSCRIPTOMIC,10098476,515022276,,379044420,,Illumina HiSeq 2000,
SRR1146638,SRX451761,630709,RNA-seq,Wt cells,unknown,unknown,unknown,Streptococcus gordonii str. Challis substr. CH1,,RNA-Seq,TRANSCRIPTOMIC,5731800,292321800,,215211579,,Illumina HiSeq 2000,
SRR1146639,SRX451761,630709,RNA-seq,Wt cells,unknown,unknown,unknown,Streptococcus gordonii str. Challis substr. CH1,,RNA-Seq,TRANSCRIPTOMIC,8720185,444729435,,329084847,,Illumina HiSeq 2000,
SRR11712354,SRX8271784,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,15462723,472073896,,203847243,,NextSeq 500,
SRR11712353,SRX8271783,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,13238234,394077253,,177839704,,NextSeq 500,
SRR11712352,SRX8271782,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,15516921,447531820,,196332546,,NextSeq 500,
SRR11712351,SRX8271781,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,17441382,521400684,,223461713,,NextSeq 500,
SRR11712350,SRX8271780,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,13110977,361084736,,172405396,,NextSeq 500,
SRR11712349,SRX8271779,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,11082839,306650879,,146527499,,NextSeq 500,
SRR11712348,SRX8271778,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,14156141,381102884,,182658399,,NextSeq 500,
SRR11712347,SRX8271777,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,13864859,373584267,,179213003,,NextSeq 500,
SRR11712354,SRX8271784,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,15462723,472073896,,203847243,,NextSeq 500,
SRR11712353,SRX8271783,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,13238234,394077253,,177839704,,NextSeq 500,
SRR11712352,SRX8271782,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,15516921,447531820,,196332546,,NextSeq 500,
SRR11712351,SRX8271781,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,17441382,521400684,,223461713,,NextSeq 500,
SRR11712350,SRX8271780,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,13110977,361084736,,172405396,,NextSeq 500,
SRR11712349,SRX8271779,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,11082839,306650879,,146527499,,NextSeq 500,
SRR11712348,SRX8271778,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,14156141,381102884,,182658399,,NextSeq 500,
SRR11712347,SRX8271777,630709,RNA-seq,MEF expressing SV40 T,unknown,unknown,unknown,Mus musculus,,OTHER,TRANSCRIPTOMIC,13864859,373584267,,179213003,,NextSeq 500,
SRR1146083,SRX451311,630259,RNA-seq,unknown,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,39862509,3149138211,,1482840140,,Illumina Genome Analyzer,
SRR1146084,SRX451311,630259,RNA-seq,unknown,unknown,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,47072911,3718759969,,1708287015,,Illumina Genome Analyzer,
SRR11685430,SRX8246183,630259,RNA-seq,unknown,unknown,unknown,2,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,27893370,8368011000,,3357822510,,Illumina HiSeq 2000,
SRR11685429,SRX8246182,630259,RNA-seq,unknown,unknown,unknown,1,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,31837547,9551264100,,3755852191,,Illumina HiSeq 2000,
SRR11685428,SRX8246181,630259,RNA-seq,unknown,unknown,unknown,2,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,30834003,9250200900,,3754938839,,Illumina HiSeq 2000,
SRR11685427,SRX8246180,630259,RNA-seq,unknown,unknown,unknown,1,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,30860528,9258158400,,3996955071,,Illumina HiSeq 2000,
SRR11685426,SRX8246179,630259,RNA-seq,unknown,unknown,unknown,2,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,27760165,8328049500,,3417872384,,Illumina HiSeq 2000,
SRR11685425,SRX8246178,630259,RNA-seq,unknown,unknown,unknown,1,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,30630479,9189143700,,3702131439,,Illumina HiSeq 2000,
SRR11685424,SRX8246177,630259,RNA-seq,unknown,unknown,unknown,2,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,37100807,11130242100,,4449964919,,Illumina HiSeq 2000,
SRR11685423,SRX8246176,630259,RNA-seq,unknown,unknown,unknown,1,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,34456959,10337087700,,4198049203,,Illumina HiSeq 2000,
SRR11685422,SRX8246175,630259,RNA-seq,unknown,unknown,90 min,2,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,34971303,5245695450,,2289847371,,Illumina HiSeq 2000,
SRR11685421,SRX8246174,630259,RNA-seq,unknown,unknown,90 min,1,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,21143055,3171458250,,1334908184,,Illumina HiSeq 2000,
SRR11685420,SRX8246173,630259,RNA-seq,unknown,unknown,60 min,2,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,20963425,3144513750,,1343130960,,Illumina HiSeq 2000,
SRR11685419,SRX8246172,630259,RNA-seq,unknown,unknown,60 min,1,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,19643363,2946504450,,1228071166,,Illumina HiSeq 2000,
SRR11685418,SRX8246171,630259,RNA-seq,unknown,unknown,30 min,2,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,21038150,3155722500,,1333513782,,Illumina HiSeq 2000,
SRR11685417,SRX8246170,630259,RNA-seq,unknown,unknown,30 min,1,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,21293027,3193954050,,1363646345,,Illumina HiSeq 2000,
SRR11685416,SRX8246169,630259,RNA-seq,unknown,unknown,15 min,2,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,22675199,3401279850,,1420134529,,Illumina HiSeq 2000,
SRR11685415,SRX8246168,630259,RNA-seq,unknown,unknown,15 min,1,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,19377856,2906678400,,1216042768,,Illumina HiSeq 2000,
SRR11685414,SRX8246167,630259,RNA-seq,unknown,unknown,unknown,2,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,17869920,2680488000,,1114596103,,Illumina HiSeq 2000,
SRR11685413,SRX8246166,630259,RNA-seq,unknown,unknown,unknown,1,Chlamydomonas reinhardtii,,RNA-Seq,TRANSCRIPTOMIC,17146128,2571919200,,1062167642,,Illumina HiSeq 2000,
SRR11685412,SRX8246165,630259,Ribo-seq,unknown,unknown,90 min,2,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,25342302,3801345300,,1606028521,unknown,Illumina HiSeq 2000,unknown
SRR11685411,SRX8246164,630259,Ribo-seq,unknown,unknown,90 min,1,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,25852634,3877895100,,1657309794,unknown,Illumina HiSeq 2000,unknown
SRR11685410,SRX8246163,630259,Ribo-seq,unknown,unknown,60 min,2,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,25338161,3800724150,,1537798204,unknown,Illumina HiSeq 2000,unknown
SRR11685409,SRX8246162,630259,Ribo-seq,unknown,unknown,60 min,1,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,16660476,2499071400,,1013959080,unknown,Illumina HiSeq 2000,unknown
SRR11685408,SRX8246161,630259,Ribo-seq,unknown,unknown,30 min,2,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,23367781,3505167150,,1445962161,unknown,Illumina HiSeq 2000,unknown
SRR11685407,SRX8246160,630259,Ribo-seq,unknown,unknown,30 min,1,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,31513437,4727015550,,1916316128,unknown,Illumina HiSeq 2000,unknown
SRR11685406,SRX8246159,630259,Ribo-seq,unknown,unknown,15 min,2,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,26976556,4046483400,,1696881003,unknown,Illumina HiSeq 2000,unknown
SRR11685405,SRX8246158,630259,Ribo-seq,unknown,unknown,15 min,1,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,27059960,4058994000,,1706322635,unknown,Illumina HiSeq 2000,unknown
SRR11685404,SRX8246157,630259,Ribo-seq,unknown,unknown,unknown,2,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,26695245,4004286750,,1696433648,unknown,Illumina HiSeq 2000,unknown
SRR11685403,SRX8246156,630259,Ribo-seq,unknown,unknown,unknown,1,Chlamydomonas reinhardtii,,OTHER,TRANSCRIPTOMIC,32623930,4893589500,,2081939700,unknown,Illumina HiSeq 2000,unknown
SRR11685430,SRX8246183,630259,RNA-seq,unknown,unknown,unknown,2,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,27893370,8368011000,,3357822510,,Illumina HiSeq 2000,
SRR11685429,SRX8246182,630259,RNA-seq,unknown,unknown,unknown,1,Caenorhabditis elegans,,RNA-Seq,TRANSCRIPTOMIC,31837547,9551264100,,3755852191,,Illumina HiSeq 2000,
