biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,tissue,is_cross_modal,is_cross_study,genotype
44958a39,22,RNA-seq,756018,vsmc,untreated,unknown,untreated normal human vascular smooth muscle cells,False,False,unknown
13337427,22,RNA-seq,747022,unknown,untreated,unknown,intestinal organoid,False,False,c57bl/6
538d8c53,22,"RNA-seq,Ribo-seq",477865,unknown,rnai against unc-15 (bja77),unknown,unknown,True,False,pd 1074
ffab9ea9,22,RNA-seq,416661,es cell derived neurons,unknown,unknown,neurons,False,False,e14tg2a.4
2861cdb3,20,Ribo-seq,1282489,unknown,dmso,30 minutes,preimplantation embryo,False,False,c57/bl6
e7fd10f7,20,RNA-seq,"1263619,1263618",3t3-l1,adipogenic differentiation,day 7,3t3-l1,False,True,3t3-l1
03e3c9c6,20,RNA-seq,"1263619,1263618",3t3-l1,adipogenic differentiation,day 3,3t3-l1,False,True,3t3-l1
ca7228cc,20,RNA-seq,1166187,hct116,cycloheximide for 3 mins (100 ug/ml),unknown,colon,False,False,hct116
f0357724,20,RNA-seq,1140141,mll-af9 aml,bcaa vehicle,unknown,bone marrow,False,False,mll-af9 aml
f58a929c,20,RNA-seq,1140141,mll-af9 aml,aa vehicle,unknown,bone marrow,False,False,mll-af9 aml
0ec90546,20,RNA-seq,1104180,embryonic cell,dsrna,unknown,whole embryo,False,False,wild type
00dc68ba,20,RNA-seq,1104180,embryonic cell,uninjected,unknown,whole embryo,False,False,wild type
2d81ff38,20,RNA-seq,"1049449,1049447",tc-1 cell,unknown,unknown,tc-1 cell,False,True,tc-1 cell
fb8f923a,20,"RNA-seq,Ribo-seq",990710,plc/prf/5,normal culture condition,unknown,human liver,True,False,plc/prf/5
d895bcf6,20,RNA-seq,977673,unknown,sham,unknown,heart ventricular tissue,False,False,sham
bbad62c5,20,RNA-seq,798426,embryonic stem cells (escs),eif4a3 kd,unknown,mesc j1,False,False,mesc j1
754cfbf2,20,RNA-seq,716630,unknown,rnase-t1 & rnase-a digestion,unknown,neocortex,False,False,unknown
85b5cf39,20,"RNA-seq,Ribo-seq",667051,unknown,cycloheximide,72hpi,primary human bronchial epithelial cells,True,False,unknown
e309c656,20,RNA-seq,"647327,649426",unknown,15 minutes control,unknown,whole seedling,False,True,unknown
fd137fef,20,RNA-seq,"647327,649426",unknown,4 hours control,unknown,whole seedling,False,True,unknown
62da303c,20,RNA-seq,"647327,649426",unknown,30 minutes control,unknown,whole seedling,False,True,unknown
2b33fa72,20,RNA-seq,"647327,649426",unknown,24 hours control,unknown,whole seedling,False,True,unknown
145f1511,20,"RNA-seq,Ribo-seq",634994,neuron,control,unknown,hippocampus,True,False,cd (sprague dawley) igs rat
01f5edb1,20,RNA-seq,634994,unknown,unknown,unknown,hippocampus,False,False,camk2cre::ribotag
3d59ab44,20,RNA-seq,549205,unknown,unknown,unknown,left ventricle,False,False,shr
4afcc0e4,20,RNA-seq,549205,unknown,unknown,unknown,left ventricle,False,False,bn/lx
05cc40fa,20,RNA-seq,530508,293t,unknown,unknown,human embryonic kidney 293,False,False,293t
24f13608,20,RNA-seq,473808,bmdc,unknown,unknown,bmdcs,False,False,ythdf1-/-
6ac90ccf,20,RNA-seq,473808,bmdc,unknown,unknown,bmdcs,False,False,wt
3ed1c95b,20,Ribo-seq,471667,e. derm (nbl-6),unknown,unknown,skin,False,False,quarterhorse
fc9bb892,20,"RNA-seq,Ribo-seq","400150,400151",unknown,unknown,unknown,unknown,True,True,hfq deletion strain
b73ae466,20,RNA-seq,398285,unknown,unknown,unknown,mouse liver,False,False,c57bl/6
f2e3ae07,20,RNA-seq,396456,hek293t,none,unknown,hek293t_rt,False,False,hek293t
773ffd2a,20,RNA-seq,"321304,321201",unknown,unknown,unknown,arabidopsis shoot,False,True,unknown
ad24a598,20,RNA-seq,"321304,321201",unknown,unknown,unknown,arabidopsis root,False,True,unknown
0a270626,20,"RNA-seq,Ribo-seq",295955,s2,transfected with 100nm tsrna-asp29,unknown,na,True,False,oregon r
f24997fa,20,"RNA-seq,Ribo-seq",295955,s2,transfected with 100nm tsrna-asp20,unknown,na,True,False,oregon r
3d5f98eb,18,RNA-seq,"1263619,1263618",3t3-l1,adipogenic differentiation,day 0,3t3-l1,False,True,3t3-l1
bc299a5e,18,"RNA-seq,Ribo-seq",1246569,b-cells,unknown,unknown,b-cells,True,False,rps15-s138f
c42d433d,18,RNA-seq,1219079,unknown,unknown,unknown,ovary,False,False,unknown
00462aae,18,RNA-seq,1124923,unknown,unknown,unknown,yak,False,False,unknown
77c5b892,18,"RNA-seq,Ribo-seq","529885,831863,1109711",k562,unknown,unknown,k562,True,True,k562
1363f729,18,"RNA-seq,Ribo-seq",1074219,unknown,unknown,unknown,gorilla gorilla,True,False,unknown
97aa7f2d,18,RNA-seq,971919,unknown,"flies maintained at 25oc, eye discs with mouth hooks were dissected from late l3 larvae.",unknown,eye discs,False,False,"ey-gal4, uas-nocte-rnai"
00c6a575,18,RNA-seq,971919,unknown,"flies maintained at 25oc, eye discs with mouth hooks were dissected from late l3 larvae.",unknown,eye discs,False,False,ey-gal4/+
9e62dc05,18,RNA-seq,860962,unknown,untreated,unknown,nctc11168,False,False,wild-type
c3e33252,18,RNA-seq,858047,thp-1,vehicle,3 hours,thp-1,False,False,thp-1
8941cf87,18,RNA-seq,858047,thp-1,lps,3 hours,thp-1,False,False,thp-1
3f4a3b40,18,RNA-seq,858047,thp-1,lps+dex,3 hours,thp-1,False,False,thp-1
37d46ef4,18,RNA-seq,794846,hesc h9 (wa-09),uv crosslinking,unknown,embryonic stem cells,False,False,unknown
82d37a98,18,RNA-seq,789243,unknown,unknown,unknown,testes,False,False,c57bl/6j
af532fe4,18,RNA-seq,768456,unknown,unknown,unknown,yeast cell,False,False,pub1delta
22bea20b,18,RNA-seq,756023,untreated human coronary artery endothelial cells,untreated,unknown,untreated human coronary artery endothelial cells,False,False,unknown
3b309dc2,18,RNA-seq,748710,cord blood cd34+ derived erythroid cells,none,unknown,cd34+ cell,False,False,unknown
8913ea34,18,"RNA-seq,Ribo-seq",725264,4t1,transfected with 5-cys-lna1,unknown,4t1,True,False,4t1
aa6d2f71,18,"RNA-seq,Ribo-seq",725264,4t1,transfected with scr-lna,unknown,4t1,True,False,4t1
1ecc9349,18,RNA-seq,699598,sh-sy5y,retinoic acid (final conc. 30μm),unknown,human neuroblastoma,False,False,unknown
4ce6a92d,18,RNA-seq,699598,sh-sy5y,control (dmso),unknown,human neuroblastoma,False,False,unknown
d4a17e30,18,RNA-seq,"647327,649426",unknown,12 hours control,unknown,whole seedling,False,True,unknown
9e8e5327,18,RNA-seq,"647327,649426",unknown,1 hour control,unknown,whole seedling,False,True,unknown
4562f2b0,18,RNA-seq,"648998,649002",raw264.7,"4su, 30 min",unknown,raw264.7,False,True,raw264.7
e28f5100,18,Ribo-seq,430558,rat2,unknown,unknown,unknown,False,False,rat2
941414e1,18,RNA-seq,417116,mouse lymphoid ba/f3 cells,unknown,unknown,isogenic ba/f3_wt form of human rpl10_riboseq,False,False,unknown
f97b9596,18,RNA-seq,417116,mouse lymphoid ba/f3 cells,unknown,unknown,isogenic ba/f3_r98s mutant form of human rpl10_riboseq,False,False,unknown
6784f745,18,RNA-seq,398285,unknown,unknown,unknown,mouse liver,False,False,fto overexpression
a69e7ea9,18,RNA-seq,321057,immortalized primary cells,6h doxycycline/1h lps,unknown,macrophages,False,False,unknown
b343800c,18,Ribo-seq,263261,"splenic b cells negative selection using a cocktail of biotin-conjugated antibodies against cd43, cd4 , and ter-119 (mylteni 130-090-862)",unknown,unknown,splenic b cells,False,False,hurflox/flox x mb1cre
3b7cf5cf,18,Ribo-seq,263261,"splenic b cells negative selection using a cocktail of biotin-conjugated antibodies against cd43, cd4 , and ter-119 (mylteni 130-090-862)",unknown,unknown,splenic b cells,False,False,hurflox/flox x mb1wt
7cd49ad9,16,Ribo-seq,1297545,soil,unknown,unknown,thale cress,False,False,growth chamber
742eb056,16,RNA-seq,1273852,haploid,unknown,unknown,haploid,False,False,by4741
70866238,16,RNA-seq,1270796,unknown,unknown,unknown,whole plant,False,False,unknown
4da6d324,16,RNA-seq,1202056,sh-sy5y,unknown,unknown,sh-sy5y,False,False,sh-sy5y
dabeeb00,16,"RNA-seq,Ribo-seq",1176138,unknown,unknown,unknown,whole body,True,False,wild-type/tmc5
342fb508,16,"RNA-seq,Ribo-seq",1176138,unknown,unknown,unknown,whole body,True,False,wild-type/tmc20
193889d9,16,"RNA-seq,Ribo-seq",1176138,unknown,unknown,unknown,whole body,True,False,wild-type/mc6
cb512bf6,16,RNA-seq,"1166187,1002994",hct116,unknown,unknown,colon,False,True,hct116
fb966ad7,16,Ribo-seq,1165488,unknown,unknown,unknown,unsynchronized culture,False,False,21gr
45aff624,16,RNA-seq,1151690,mda-mb-231,unknown,unknown,breast,False,False,mda-mb-231
1b350c6a,16,RNA-seq,1140141,mll-af9 aml,aa 5+3,unknown,bone marrow,False,False,mll-af9 aml
853b3287,16,"RNA-seq,Ribo-seq",1136550,h1299,"treated with chx for 5min,normal culture",unknown,lung,True,False,h1299
38c2e2db,16,"RNA-seq,Ribo-seq",1136550,a549,"treated with chx for 5min,normal culture",unknown,lung,True,False,a549
a1b13ff4,16,RNA-seq,1116206,g401,unknown,unknown,g401,False,False,g401
2c133da8,16,"RNA-seq,Ribo-seq","1083196,1083195",saccharomyces cerevisiae,tunicamycin,4 hours,saccharomyces cerevisiae,True,True,w303
9b8bca14,16,"RNA-seq,Ribo-seq","1083196,1083195",saccharomyces cerevisiae,tunicamycin,0 hours,saccharomyces cerevisiae,True,True,w303
6974efb8,16,RNA-seq,1051495,unknown,tamoxifen (80mg/kg),3 days post-induction,small intestine epithelial extractions,False,False,villin-creer-t2 apc fl/fl kras g12d/+ npm1 fl/fl
825e7fbf,16,RNA-seq,1051495,unknown,tamoxifen (80mg/kg),3 days post-induction,small intestine epithelial extractions,False,False,villin-creer-t2 apc fl/fl kras g12d/+
7da65037,16,RNA-seq,1046463,peripheral blood monocyte,mcsf (100ng/ml),24 hours,peripheral blood monocyte,False,False,wt
cee0febd,16,RNA-seq,1046463,peripheral blood monocyte,gmcsf (100ng/ml),24 hours,peripheral blood monocyte,False,False,wt
bb358faa,16,RNA-seq,1046463,peripheral blood monocyte,hcmv (tb40e),24 hours,peripheral blood monocyte,False,False,wt
9b9f3ae2,16,RNA-seq,1046463,peripheral blood monocyte,mock,24 hours,peripheral blood monocyte,False,False,wt
6208ca39,16,"RNA-seq,Ribo-seq","1045657,1045659",mouse embryonic stem cells,lif,unknown,mouse embryonic stem cells,True,True,eif2{alpha}a/a (ki)
6473ea14,16,"RNA-seq,Ribo-seq","1045657,1045659",mouse embryonic stem cells,lif/2i,unknown,mouse embryonic stem cells,True,True,eif2{alpha}a/a (ki)
b2d5209e,16,"RNA-seq,Ribo-seq","1045657,1045659",mouse embryonic stem cells,lif,unknown,mouse embryonic stem cells,True,True,eif2{alpha}+/+ (wt)
d097494c,16,"RNA-seq,Ribo-seq","1045657,1045659",mouse embryonic stem cells,lif/2i,unknown,mouse embryonic stem cells,True,True,eif2{alpha}+/+ (wt)
b2b224a3,16,Ribo-seq,1032588,unknown,r42l,unknown,yeast cells,False,False,unknown
d2ab7760,16,Ribo-seq,1032588,unknown,ecfmt,unknown,yeast cells,False,False,unknown
7ad557bf,16,RNA-seq,1028618,ovcar3,unknown,unknown,ovcar3 cells,False,False,ovcar3
e9d2341c,16,RNA-seq,1008576,unknown,mettl1-ko,unknown,body,False,False,unknown
e6e1fc8a,16,RNA-seq,1008576,unknown,mettl1-ko,unknown,testis,False,False,unknown
287300bb,16,RNA-seq,1008576,unknown,ct,unknown,testis,False,False,unknown
e4e2598a,16,RNA-seq,982760,hek293,flash freezin in liquid nitrogen,unknown,hek293,False,False,hek293
e2fdb2c6,16,RNA-seq,982760,hek293,no,unknown,hek293,False,False,hek293
1bf20cb1,16,RNA-seq,944112,human rpe-1,serum stimulation for 15hr,unknown,human rpe-1,False,False,human rpe-1
c638f496,16,RNA-seq,944112,human rpe-1,serum stimulation for 10hr,unknown,human rpe-1,False,False,human rpe-1
b189bbf7,16,RNA-seq,944112,human rpe-1,serum stimulation for 5hr,unknown,human rpe-1,False,False,human rpe-1
3aaa48d0,16,RNA-seq,944112,human rpe-1,serum stimulation for 0 hr,unknown,human rpe-1,False,False,human rpe-1
27184e3e,16,RNA-seq,933811,k562,no,unknown,not collected,False,False,k562
c421e363,16,Ribo-seq,891450,unknown,air or 10 μl/l of ethylene for 8 h,unknown,total,False,False,nipponbare
934a72cb,16,Ribo-seq,873584,unknown,unknown,unknown,thyroid,False,False,unknown
5c9797bc,16,RNA-seq,"839351,839354",unknown,chx,unknown,by4741,False,True,by4741
7321bcb0,16,RNA-seq,822292,unknown,unknown,unknown,32-endosperm(15dap),False,False,b73
8ada0c52,16,RNA-seq,822292,unknown,unknown,unknown,31-embryo(20dap),False,False,b73
3935b7b4,16,RNA-seq,822292,unknown,unknown,unknown,29-kernel(6dap),False,False,b73
5c1b602a,16,RNA-seq,822292,unknown,unknown,unknown,27-1cmtassel,False,False,b73
bae50717,16,RNA-seq,822292,unknown,unknown,unknown,25-inflorescence,False,False,b73
b8ca26e6,16,RNA-seq,822292,unknown,unknown,unknown,22-5mmear,False,False,b73
a098a452,16,RNA-seq,822292,unknown,unknown,unknown,02-primary root(v1),False,False,b73
858940bc,16,RNA-seq,822292,unknown,unknown,unknown,09-third leaf(v3),False,False,b73
c302fb3d,16,RNA-seq,822292,unknown,unknown,unknown,08-first leaf-n(v3),False,False,b73
2337c5e6,16,RNA-seq,822292,unknown,unknown,unknown,04-seedling(6das),False,False,b73
634e77d5,16,RNA-seq,822292,unknown,unknown,unknown,16-sam(v1),False,False,b73
1d98829b,16,RNA-seq,817264,beas-2b,unknown,unknown,beas-2b cells,False,False,beas-2b
559079ce,16,RNA-seq,"812862,813625",unknown,unknown,unknown,brown adipose tissue,False,True,unknown
1f0af004,16,"RNA-seq,Ribo-seq",782500,unknown,unknown,unknown,whole cells,True,False,wild-type (mep strain ucc8773)
2e6f34c0,16,Ribo-seq,778050,cho-k1,harringtoninine,unknown,unknown,False,False,unknown
2a4e9ace,16,RNA-seq,778050,cho-k1,na,unknown,unknown,False,False,unknown
15d5473b,16,Ribo-seq,778050,cho-k1,cycloheximide,unknown,unknown,False,False,unknown
8ad9eb1d,16,Ribo-seq,778050,cho-k1,no drug,unknown,unknown,False,False,unknown
74db1e28,16,RNA-seq,774057,nasopharyngeal carcinoma 5-8f cells,unknown,unknown,nasopharyngeal carcinoma 5-8f cells,False,False,mettl5 knockout
fec61de9,16,RNA-seq,769126,unknown,unknown,unknown,yeast cell,False,False,stm1-delta
fb3b86d1,16,RNA-seq,769126,unknown,unknown,unknown,yeast cell,False,False,eif2a-delta
e3ee3148,16,RNA-seq,769126,unknown,unknown,unknown,yeast cell,False,False,tma46-delta
6726ddec,16,RNA-seq,768456,unknown,unknown,unknown,yeast cell,False,False,gir2delta
f23c44b7,16,RNA-seq,"756023,756018",fibroblast,tgf-b stimulated and anti-il11 antibody treatment,unknown,tgf-beta + anti-il-11 antibody treated normal human fibroblast,False,True,unknown
9ea70263,16,RNA-seq,"756023,756018",fibroblast,tgf-b stimulated and anti-igg antibody treatment,unknown,tgf-beta + anti-ig-g antibody treated normal human fibroblast,False,True,unknown
e3a154ac,16,RNA-seq,"756023,756018",fibroblast,tgf-b stimulated,unknown,tgf-beta treated normal human fibroblast,False,True,unknown
c5644b78,16,RNA-seq,"756023,756018",unknown,untreated,unknown,untreated normal human fat tissue,False,True,unknown
829b9a6e,16,Ribo-seq,753469,human sh-sy5y,unknown,unknown,na,False,False,human sh-sy5y
e2d7eb64,16,"RNA-seq,Ribo-seq",751389,ipsc-ec,unknown,unknown,ipsc-ecs,True,False,unknown
470e0ecb,16,RNA-seq,748710,k562 cell line,none,unknown,k562 cell line,False,False,unknown
d49d86e3,16,RNA-seq,744888,embryonic stem (es) cells,chx-treated,unknown,embryonic stem (es) cells,False,False,hybrid 129-c57bl/6
96390fa5,16,RNA-seq,744888,embryonic stem (es) cells,untreated,unknown,embryonic stem (es) cells,False,False,hybrid 129-c57bl/6
c1f06aee,16,"RNA-seq,Ribo-seq",704712,unknown,unknown,unknown,inflorescence,True,False,unknown
d5d8e92a,16,RNA-seq,701951,unknown,neocarzinostatin (4 h),unknown,hct116,False,False,tp53-/-
646f9e87,16,RNA-seq,701951,unknown,pbs,unknown,hct116,False,False,tp53-/-
cc0ac40f,16,RNA-seq,701951,unknown,neocarzinostatin (4 h),unknown,hct116,False,False,wild type
13fe4088,16,RNA-seq,701951,unknown,pbs,unknown,hct116,False,False,wild type
e2faa32c,16,"RNA-seq,Ribo-seq","701894,701895",human embryonic kidney cells,i14g1-12 (10 microm),unknown,hek293t cells,True,True,unknown
9a807f53,16,"RNA-seq,Ribo-seq","701894,701895",human embryonic kidney cells,i14g1-10 (20 microm),unknown,hek293t cells,True,True,unknown
c250916c,16,"RNA-seq,Ribo-seq","701894,701895",human embryonic kidney cells,dmso,unknown,hek293t cells,True,True,unknown
245ec2d2,16,RNA-seq,668384,unknown,unknown,unknown,bulk yeast cell culture,False,False,unknown
9ec9a136,16,"RNA-seq,Ribo-seq",667051,unknown,cycloheximide,96hpi,primary human bronchial epithelial cells,True,False,unknown
6735d6f7,16,"RNA-seq,Ribo-seq",667051,unknown,cycloheximide,unknown,primary cd4+ t-cells,True,False,unknown
5ad4b325,16,"RNA-seq,Ribo-seq",667051,unknown,cycloheximide,72hpi,vero e6,True,False,unknown
6288f2fa,16,RNA-seq,664109,nih 3t3,unknown,unknown,embryonic fibroblast,False,False,nih 3t3
c85a919d,16,RNA-seq,659038,hek293t,unknown,unknown,embryonic kidney,False,False,hek293t
f432c071,16,RNA-seq,648316,unknown,unknown,unknown,bacterial liquid culture,False,False,hg003 delta-mazef
f62a5fe9,16,RNA-seq,612239,thp1,unknown,unknown,thp-1,False,False,thp1
adbe21d2,16,"RNA-seq,Ribo-seq",611824,unknown,unknown,unknown,unknown,True,False,pc12
5cdeeedb,16,RNA-seq,594022,neurons (div 8) derived from cgr8 es cells,unknown,unknown,cortical glutamatergic neurons differentiated in vitro (div 8) from mes cells,False,False,neurons (div 8) derived from cgr8 es cells
9edddd9d,16,Ribo-seq,546183,unknown,unknown,unknown,unknown,False,False,30 degree of celsius; synthetic complete medium
cf5b0eb9,16,Ribo-seq,546183,unknown,unknown,unknown,unknown,False,False,20 degree of celsius; synthetic complete medium
4e7548d6,16,RNA-seq,515538,hela-s3,unknown,unknown,hela-s3 (human cervix adenocarcinoma),False,False,hela-s3
3e094de8,16,RNA-seq,512837,wi38,heat shock,unknown,wi38 cells,False,False,wi38
a4837134,16,RNA-seq,512837,wi38,control,unknown,wi38 cells,False,False,wi38
452c2af7,16,RNA-seq,512491,hek293t,unknown,unknown,hek293t,False,False,flag-pus10
e8522484,16,RNA-seq,497255,unknown,unknown,unknown,u2os cells,False,False,unknown
985c0265,16,RNA-seq,"484227,412617",unknown,unknown,unknown,ventricle,False,True,wistar
aafe3f45,16,Ribo-seq,478760,unknown,unknown,unknown,unknown,False,False,met25-eef3
92c70325,16,RNA-seq,435567,unknown,unknown,unknown,laboratory,False,False,s288c
49b5c5d0,16,RNA-seq,414611,hela,untreated,unknown,atcc cell lines,False,False,unknown
533ae148,16,RNA-seq,414611,hela,none,unknown,atcc cell lines,False,False,unknown
3486e8a8,16,RNA-seq,378669,unknown,unknown,4 hours,cd4+ t-cells,False,False,c57bl/6j
dfad7fc9,16,RNA-seq,342301,unknown,unknown,unknown,leaf tissue,False,False,unknown
5555e53b,16,RNA-seq,342004,unknown,unknown,unknown,△ynaa10::hnaa10/△ynaa15::hnaa15,False,False,w303
419ce70d,16,RNA-seq,342004,unknown,unknown,unknown,wt,False,False,w303
11ae6ae2,16,RNA-seq,342004,unknown,unknown,unknown,△ynaa10,False,False,w303
fbd671de,16,RNA-seq,326128,unknown,treated with dox to induce knockdown,unknown,hela s3,False,False,unknown
1a501a1f,16,RNA-seq,326128,unknown,untreated,unknown,hela s3,False,False,unknown
db8848b9,16,Ribo-seq,303186,unknown,unknown,unknown,yeast_s288c_ribo-seq,False,False,s288c
cb0228cd,16,"CAGE,RNA-seq",295556,unknown,unknown,unknown,whole cell,True,False,mid-log
1488a07b,15,RNA-seq,"649003,649001,648998,649002",raw264.7,untreated,unknown,raw264.7,False,True,raw264.7
d0445701,14,RNA-seq,896488,hela,"eif3h sirna, 72 hours",unknown,hela,False,False,hela
68a4ef89,14,RNA-seq,896488,hela,"eif3d sirna, 72 hours",unknown,hela,False,False,hela
