biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,is_cross_modal,is_cross_study,cap_selection_method,fractionation_method,replicate,translation_inhibitor
113491cb,4,RNA-seq,1070982,"strain JKD6008 (vancomycin intermediate, VISA)",unknown,unknown,False,False,,,unknown,
2c51e703,4,Ribo-seq,1069085,lung carcinoma epithelial cells,ZIKV sfRNAnull infected,unknown,False,False,,unknown,,unknown
4bd0fcb3,4,Ribo-seq,1069085,lung carcinoma epithelial cells,ZIKV WT infected,unknown,False,False,,unknown,,unknown
6b480a8b,4,Ribo-seq,1069085,lung carcinoma epithelial cells,mock infected,unknown,False,False,,unknown,,unknown
43845554,4,Ribo-seq,1055023,MLE-12,1-nitropyrene,unknown,False,False,,unknown,unknown,unknown
318c6a76,4,Ribo-seq,1055023,MLE-12,control,unknown,False,False,,unknown,unknown,unknown
1bbe6632,4,RNA-seq,1037596,and cell,unknown,D30,False,False,,,unknown,
34152dc7,4,RNA-seq,1037596,and cell,unknown,D15,False,False,,,unknown,
cb60d98b,4,RNA-seq,1037596,and cell,unknown,D5,False,False,,,unknown,
5d6f6fe0,4,RNA-seq,1037596,and cell,unknown,D0,False,False,,,unknown,
78947181,4,RNA-seq,1028618,OVCAR3,control,unknown,False,False,,,,
1885c393,4,Ribo-seq,1017530,fibroblast,"hs, siSrp72",unknown,False,False,,unknown,,unknown
641e2e43,4,Ribo-seq,1017530,fibroblast,"hs, siCtrl",unknown,False,False,,unknown,,unknown
d1d8ff61,4,Ribo-seq,1017530,fibroblast,"no hs, siSrp72",unknown,False,False,,unknown,,unknown
b6fbd597,4,Ribo-seq,1017530,fibroblast,"no hs, siCtrl",unknown,False,False,,unknown,,unknown
56f74b68,4,Ribo-seq,1009809,unknown,"100 µg/ml CHX, 100 µg/ml TIG",unknown,False,False,,unknown,1,unknown
8b3fdbc0,4,Ribo-seq,985711,pancreatic adenocarcinoma cells,"10 microM IKE,24 h",unknown,False,False,,unknown,unknown,unknown
6fed987b,4,RNA-seq,978085,HEK293T,plus_EME,unknown,False,False,,,unknown,
f0ab5463,4,RNA-seq,978085,HEK293T,plus_preQ1_minus_4u8C,unknown,False,False,,,unknown,
0771f681,4,RNA-seq,978085,HEK293T,minus_preQ1_minus_4u8C,unknown,False,False,,,unknown,
363daef7,4,RNA-seq,978085,HEK293T,plus_preQ1_plus_4u8C,unknown,False,False,,,unknown,
ea484a89,4,RNA-seq,978085,HEK293T,preQ1_polysome,unknown,False,False,,,unknown,
9ad91d62,4,RNA-seq,978085,HEK293T,0Q_polysome,unknown,False,False,,,unknown,
469b0589,4,RNA-seq,978085,HEK293T,preQ1_input,unknown,False,False,,,unknown,
75efc82e,4,RNA-seq,978085,HEK293T,plusDM_preQ1+10nMQ,unknown,False,False,,,unknown,
b6e65f96,4,RNA-seq,978085,HEK293T,plusDM_preQ1,unknown,False,False,,,unknown,
39a70f3b,4,RNA-seq,978085,HEK293T,plusDM_0Q,unknown,False,False,,,unknown,
5a375d0c,4,RNA-seq,978085,HEK293T,minusDM_100Q,unknown,False,False,,,unknown,
d64710df,4,RNA-seq,978085,HEK293T,0Q_input,unknown,False,False,,,unknown,
5bc600ac,4,RNA-seq,978085,HEK293T,plusDM_100Q,unknown,False,False,,,unknown,
9ebb5345,4,RNA-seq,978085,HEK293T,minusDM_0Q,unknown,False,False,,,unknown,
a205b42f,4,RNA-seq,978085,HEK293T,plusDM_preQ1+1nMQ,unknown,False,False,,,unknown,
285ea87f,4,RNA-seq,978085,HEK293T,minusDM_preQ1+1nMQ,unknown,False,False,,,unknown,
17d9ff92,4,RNA-seq,978085,HEK293T,minusDM_preQ1+10nMQ,unknown,False,False,,,unknown,
60aeb435,4,RNA-seq,978085,HEK293T,minusDM_preQ1,unknown,False,False,,,unknown,
394c09b3,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,Ad-NAT10-12h,unknown,False,False,,,unknown,
051002da,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,Ad-NAT10-0h,unknown,False,False,,,unknown,
470cb7cd,4,RNA-seq,977673,primary neonatal mouse fibroblasts,NC-6h,unknown,False,False,,,unknown,
eb4998b1,4,RNA-seq,977673,primary neonatal mouse fibroblasts,NC-24h,unknown,False,False,,,unknown,
676693a5,4,RNA-seq,977673,primary neonatal mouse fibroblasts,NC-18h,unknown,False,False,,,unknown,
a461618d,4,RNA-seq,977673,primary neonatal mouse fibroblasts,NC-12h,unknown,False,False,,,unknown,
86b335b9,4,RNA-seq,977673,primary neonatal mouse fibroblasts,NC-0h,unknown,False,False,,,unknown,
276d7595,4,RNA-seq,977673,primary neonatal mouse fibroblasts,Ad-NAT10-6h,unknown,False,False,,,unknown,
1ecce009,4,RNA-seq,977673,primary neonatal mouse fibroblasts,Ad-NAT10-24h,unknown,False,False,,,unknown,
2d808e38,4,RNA-seq,977673,primary neonatal mouse fibroblasts,Ad-NAT10-18h,unknown,False,False,,,unknown,
3c96cccb,4,RNA-seq,977673,primary neonatal mouse fibroblasts,Ad-NAT10-12h,unknown,False,False,,,unknown,
8c66dd52,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,NC-6h,unknown,False,False,,,unknown,
fa462405,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,NC-24h,unknown,False,False,,,unknown,
e6666bb4,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,NC-18h,unknown,False,False,,,unknown,
97db567b,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,NC-12h,unknown,False,False,,,unknown,
359700c8,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,NC-0h,unknown,False,False,,,unknown,
a53136d8,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,Ad-NAT10-6h,unknown,False,False,,,unknown,
1d39c746,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,Ad-NAT10-24h,unknown,False,False,,,unknown,
05518724,4,RNA-seq,977673,Primary neonatal mouse cardiomyocytes,Ad-NAT10-18h,unknown,False,False,,,unknown,
4f457daa,4,RNA-seq,977673,primary neonatal mouse fibroblasts,Ad-NAT10-0h,unknown,False,False,,,unknown,
0fbb7214,4,RNA-seq,956925,HeLa cells,uninfected,unknown,False,False,,,unknown,
eb1976cf,4,RNA-seq,956925,HeLa cells,infection with WT VACV with AraC,unknown,False,False,,,unknown,
5d1aab16,4,RNA-seq,956925,HeLa cells,infection with WT VACV,unknown,False,False,,,unknown,
16815707,4,RNA-seq,956925,HeLa cells,infection with vK1-C7- VACV with AraC,unknown,False,False,,,unknown,
9b97a79c,4,RNA-seq,947526,Human induced pluripotent stem cell,Pro-TGG-2-1 upstream edit CRISPR,unknown,False,False,,,,
a2dd2ab7,4,RNA-seq,947526,Human induced pluripotent stem cell,RPC7a KD CRIPSRi,unknown,False,False,,,,
ecebba75,4,RNA-seq,947526,Human neural progenitor,Pro-TGG-1-1 upstream edit CRISPR,unknown,False,False,,,,
019d0c06,4,RNA-seq,947526,Human induced pluripotent stem cell,Pro-TGG-1-1 upstream edit CRISPR,unknown,False,False,,,,
858c50c7,4,RNA-seq,947526,Human induced pluripotent stem cell,MAF1 KD CRISPRi,unknown,False,False,,,,
2e24513b,4,RNA-seq,947526,Human neural progenitor,Pro-TGG-1-1 edit CRISPR,unknown,False,False,,,,
5ff20c16,4,RNA-seq,947526,Human induced pluripotent stem cell,Pro-TGG-1-1 edit CRISPR,unknown,False,False,,,,
1c5399db,4,Ribo-seq,947525,Human neural progenitor,"100 ug/ml CHX, 100 ug/ml TIG",unknown,False,False,,unknown,,unknown
5c29d5ae,4,Ribo-seq,947525,Human induced pluripotent stem cell,"100 ug/ml CHX, 100 ug/ml TIG",unknown,False,False,,unknown,,unknown
98e5f7fe,4,RNA-seq,940452,unknown,RPFs generated using 700 U RNaseI,unknown,False,False,,,,
84f8a45e,4,RNA-seq,923627,cancer cell line,DMSO,72 hours,False,False,,,,
30c4dbb7,4,RNA-seq,923627,cancer cell line,decitabine,72 hours,False,False,,,,
64ce3f3c,4,RNA-seq,907315,CRC cell,transfected with METTL14 overexpression plasmids,unknown,False,False,,,unknown,
649ed83a,4,RNA-seq,907315,CRC cell,transfected with negative control plasmids,unknown,False,False,,,unknown,
c42c047b,4,RNA-seq,903814,HCT116,SLAM_No_labeling,unknown,False,False,,,unknown,
a5912a99,4,RNA-seq,903814,HCT116,SLAM_labeling_DMSO_8h,unknown,False,False,,,unknown,
048836c3,4,RNA-seq,903814,HCT116,SLAM_labeling_DMSO_0h,unknown,False,False,,,unknown,
aa3509e4,4,RNA-seq,903814,HCT116,SLAM_labeling_DDX3X_Degron_8h,unknown,False,False,,,unknown,
f3882a73,4,RNA-seq,903814,HCT116,SLAM_labeling_DDX3X_Degron_0h,unknown,False,False,,,unknown,
26ad7219,4,RNA-seq,896508,CAL51,unknown,unknown,False,False,,,unknown,
a3b42ac4,4,RNA-seq,870739,mouse embryonic fibroblasts,wortm,unknown,False,False,,,unknown,
8369272a,4,RNA-seq,870739,mouse embryonic fibroblasts,control,unknown,False,False,,,unknown,
6e2bb2db,4,RNA-seq,862448,Non-small cell lung cancer,500nM Decitabine + 500nM SB939,unknown,False,False,,,unknown,
45be202d,4,RNA-seq,852784,MLL-rearranged leukemia,Treated with 100 nM C16,unknown,False,False,,,unknown,
f1dc6432,4,RNA-seq,844063,in cells,Standard diet,unknown,False,False,,,unknown,
fa6dfafb,4,RNA-seq,844063,in cells,Leucine deficient diet,unknown,False,False,,,unknown,
8345f410,4,RNA-seq,842067,S2,unknown,unknown,False,False,,,unknown,
d87a4191,4,RNA-seq,839354,competent cells,Glucose starvation,unknown,False,False,,,unknown,
3d3c13ca,4,RNA-seq,839354,competent cells,none,unknown,False,False,,,unknown,
f9bf3379,4,RNA-seq,839354,competent cells,ANS,unknown,False,False,,,unknown,
ef46c002,4,"Ribo-seq,RNA-seq",801861,HeLa,knock-out the ALKBH3 by CRISPS CAS10,unknown,True,False,,,unknown,
ffb45111,4,"Ribo-seq,RNA-seq",801861,HeLa,knock-out the ALKBH3 by CRISPS CAS9,unknown,True,False,,,unknown,
b226df39,4,RNA-seq,795419,tumor cell line,U1 AMO,unknown,False,False,,,unknown,
3697c7dd,4,RNA-seq,795419,tumor cell line,control AMO,unknown,False,False,,,unknown,
54c1d3dd,4,RNA-seq,794163,Hepatocellular carcinoma,unknown,unknown,False,False,,,,
94898704,4,RNA-seq,789542,Liver - whole organ,suppressor tRNA administered,unknown,False,False,,,unknown,
cb8d4152,4,RNA-seq,789542,Lung - whole organ,suppressor tRNA administered,unknown,False,False,,,unknown,
30a7585e,4,Ribo-seq,780148,epithelial cell,unknown,unknown,False,False,,unknown,unknown,unknown
ca43b540,4,RNA-seq,770962,cancer cell,treated with DNMDP for 18 hours,unknown,False,False,,,unknown,
c033d81d,4,RNA-seq,770962,cancer cell,treated with DMSO for 18 hours,unknown,False,False,,,unknown,
1c267486,4,"Ribo-seq,RNA-seq",770675,the cells,NA,unknown,True,False,,unknown,unknown,unknown
6b20ca07,4,"Ribo-seq,RNA-seq",770675,the cells,10 mg/ml KSG for 2.5 min,unknown,True,False,,,unknown,
62b7ffc6,4,"Ribo-seq,RNA-seq",770675,the cells,1 mg/ml KSG for 2.5 min,unknown,True,False,,,unknown,
52a8be09,4,RNA-seq,770523,patient-derived differentiated glioma cell,unknown,unknown,False,False,,,unknown,
50bcd360,4,RNA-seq,748842,tumour infiltrating CD3 T cells,unknown,unknown,False,False,,,unknown,
fea389be,4,RNA-seq,748710,K562 cell line,ActD 8hr,unknown,False,False,,,unknown,
04570947,4,RNA-seq,748710,K562 cell line,ActD 6hr,unknown,False,False,,,unknown,
30049913,4,RNA-seq,748710,K562 cell line,ActD 3hr,unknown,False,False,,,unknown,
4ec1205f,4,RNA-seq,748710,cord blood CD34+ derived erythroid cells,molnc301b_del overexpression,unknown,False,False,,,unknown,
2132ba17,4,RNA-seq,748710,cord blood CD34+ derived erythroid cells,molnc301b_m2 overexpression,unknown,False,False,,,unknown,
fd682099,4,RNA-seq,748710,cord blood CD34+ derived erythroid cells,molnc301b_m1 overexpression,unknown,False,False,,,unknown,
8d35abf5,4,RNA-seq,748710,cord blood CD34+ derived erythroid cells,molnc301b_wt overexpression,unknown,False,False,,,unknown,
de29b75a,4,RNA-seq,748710,K562 cell line,sh-control vector,unknown,False,False,,,unknown,
8a913251,4,RNA-seq,738263,two cell,T24-V2,unknown,False,False,,,,
3c3e6171,4,RNA-seq,738263,two cell,T24-KO-M1,unknown,False,False,,,,
6a3a864d,4,RNA-seq,722238,HNSCC cells,"To immobilize initiating ribosomes, harringtonine was added to cell culture medium to a final concentration of 2 µg/ml. Cells were Incubated for 120 s with harringtonine in the incubator. Next, to block translational elongation, cycloheximide was added to cell culture medium to a final concentration of 100 µg/ml. Cells were mixed well and proceeded immediately to cell lysis.",unknown,False,False,,,unknown,
b93b6805,4,Ribo-seq,717063,esophageal squamous cell carcinoma cell line,harringtonine; cycloheximide,unknown,False,False,,unknown,unknown,unknown
d0df849e,4,RNA-seq,717063,esophageal squamous cell carcinoma cell line,polyribosome-bound-mRNAs isolated,unknown,False,False,,,unknown,
1793e8a6,4,RNA-seq,713923,cardiomyocyte,untreated,unknown,False,False,,,unknown,
d7a69d35,4,RNA-seq,713923,cardiomyocyte,treated with PE for 24 hours,unknown,False,False,,,unknown,
0ae29cfd,4,RNA-seq,702160,HEK293,erythromycin,unknown,False,False,,,unknown,
db6fa0cd,4,RNA-seq,702160,HEK293,no erythromycin,unknown,False,False,,,unknown,
e1bbe647,4,RNA-seq,701625,HD cells,unknown,unknown,False,False,,,unknown,
b0459c62,4,RNA-seq,701625,HD cells,control,unknown,False,False,,,unknown,
7da3a2bb,4,Ribo-seq,700841,S2 cells,high ionic lysis buffer,unknown,False,False,,unknown,unknown,unknown
ec58d428,4,Ribo-seq,656190,Mutiple Myeloma,unknown,unknown,False,False,,unknown,unknown,unknown
53d47846,4,RNA-seq,655955,ventricular cardiomyocytes,untreated,unknown,False,False,,,unknown,
f1bbe011,4,RNA-seq,655955,ventricular cardiomyocytes,treated with PE for 24 hours,unknown,False,False,,,unknown,
e3f0c97f,4,RNA-seq,647327,unknown,12 hours ethylene treatment,12 h,False,False,,,,
f4a32242,4,RNA-seq,641624,HEK293T,treated with PRMT4 inhibitor,unknown,False,False,,,unknown,
2d607a9e,4,RNA-seq,641624,HEK293T,treated with PRMT1 inhibitor,unknown,False,False,,,unknown,
423e62cc,4,RNA-seq,641624,HEK293T,treated with DMSO,unknown,False,False,,,unknown,
6aef9fd6,4,RNA-seq,600267,HEK 293T,13 h CHIKV infection,unknown,False,False,,,4,
6cbcc74b,4,RNA-seq,517458,HepG2,500 ng/mL ADR for 24 h,unknown,False,False,,,unknown,
e79da736,4,RNA-seq,515538,Human Chronic Myelogenous Leukemia,Harringtonine,unknown,False,False,,,unknown,
cd63743c,4,RNA-seq,515538,Human Cervix Adenocarcinoma,Lactimidomycin,unknown,False,False,,,unknown,
b952c0f6,4,RNA-seq,515538,Human Cervix Adenocarcinoma,Harringtonine,unknown,False,False,,,unknown,
9eb04903,4,RNA-seq,515538,Human Embryonic Kidney,Lactimidomycin,unknown,False,False,,,unknown,
f6bc6c9c,4,RNA-seq,503765,unknown,Retapamulin,unknown,False,False,,,unknown,
3f11dfb4,4,RNA-seq,503765,unknown,none (untreated),unknown,False,False,,,unknown,
d2e29e78,4,RNA-seq,490682,unknown,unknown,24 h,False,False,,,unknown,
9be57e6f,4,RNA-seq,490682,unknown,unknown,5 min,False,False,,,unknown,
11a12d2b,4,Ribo-seq,477865,unknown,RNA against unc-54 (BMP4),unknown,False,False,,unknown,unknown,unknown
45c287cf,4,Ribo-seq,477865,unknown,RNA against unc-54 (BMP5),unknown,False,False,,unknown,unknown,unknown
f662c76d,4,RNA-seq,470579,stem cell,143-3p miRNA methyl RNA control total,unknown,False,False,,,unknown,
a121f1ba,4,RNA-seq,470579,stem cell,143-3p miRNA methyl RNA IP,unknown,False,False,,,unknown,
be139a6e,4,RNA-seq,470579,stem cell,129-5p miRNA methyl RNA IP,unknown,False,False,,,unknown,
146ac77c,4,RNA-seq,470579,stem cell,Mock miRNA methyl RNA IP,unknown,False,False,,,unknown,
21bfd921,4,RNA-seq,438445,MCF-7,unknown,unknown,False,False,,,unknown,
a53681ca,4,RNA-seq,403993,Fetus derived cell line from female human embryonic kidney,DMSO for 1.5h,unknown,False,False,,,unknown,
db871045,4,RNA-seq,403993,Fetus derived cell line from female human embryonic kidney,DMSO for 1.5hr,unknown,False,False,,,unknown,
6363c27b,4,RNA-seq,397035,we applied Ribo-seq to 14-day-old rice (Oryza sativa) shoot tissue,Heat,unknown,False,False,,,unknown,
2f235cad,4,RNA-seq,397035,we applied Ribo-seq to 14-day-old rice (Oryza sativa) shoot tissue,Control,unknown,False,False,,,unknown,
02ad914e,4,RNA-seq,379448,MCF7,Nutlin3a,unknown,False,False,,,unknown,
567685c1,4,RNA-seq,379447,H1933,control,unknown,False,False,,,unknown,
c44e9019,4,RNA-seq,379447,PC9,control,unknown,False,False,,,unknown,
74e40ffe,4,RNA-seq,278390,U2OS,Myc activation + Torin-1,unknown,False,False,,,unknown,
7f9f9bb6,4,RNA-seq,278390,U2OS,Torin-1,unknown,False,False,,,unknown,
e2848ce4,4,Ribo-seq,262909,Embroid bodies,unknown,unknown,False,False,,unknown,unknown,unknown
ef1e04fc,4,RNA-seq,230612,WI-38,unknown,unknown,False,False,,,unknown,
b775e292,4,RNA-seq,196335,BJ cells,"Nutlin-3a, 19h",19 h,False,False,,,unknown,
6abf9d32,4,RNA-seq,196335,BJ cells,"Nutlin-3a, 6h",6 h,False,False,,,unknown,
ac70a496,4,RNA-seq,196335,BJ cells,"Nutlin-3a, 4h",4 h,False,False,,,unknown,
80eb2898,4,RNA-seq,196335,BJ cells,"Nutlin-3a, 2h",2 h,False,False,,,unknown,
342532be,4,RNA-seq,196335,BJ cells,Control sample,unknown,False,False,,,unknown,
c774d385,4,RNA-seq,182756,BJ cells,Transformed cells (induced by RASG12V in the background of stable p53 and p16INK4A kds),unknown,False,False,,,unknown,
ec2129fd,4,RNA-seq,182756,BJ cells,Senescence; 14 dys after RASG12V induction,unknown,False,False,,,unknown,
46826f87,3,RNA-seq,"1124388,517458,391171",HepG2 cells,unknown,unknown,False,True,,,unknown,
ac352214,3,RNA-seq,"1071174,1069987,1071172",All cell,unknown,unknown,False,True,,,unknown,
a9cc2914,3,RNA-seq,"990710,898352,774895",Cancer cells,unknown,unknown,False,True,,,unknown,
ec7f9d55,3,RNA-seq,"648998,718868",mESCs,"ActD, 6h",unknown,False,True,,,unknown,
4aecdaab,3,RNA-seq,"648998,718868",mESCs,"ActD, 4h",unknown,False,True,,,unknown,
28981d8a,3,RNA-seq,"648998,718868",mESCs,"ActD, 2h",unknown,False,True,,,unknown,
9c395234,3,RNA-seq,"648998,718868",mESCs,untreated,unknown,False,True,,,unknown,
93b68105,3,CAGE,701951,controlling cell,unknown,unknown,False,False,unknown,,unknown,
05f2761d,3,RNA-seq,"649002,649003,649001",7 cells,48h post blood-meal,unknown,False,True,,,,
102fb8ab,3,RNA-seq,"649001,648998",RAW264.7,"ActD, 6h",unknown,False,True,,,unknown,
78654223,3,RNA-seq,"649001,648998",RAW264.7,"ActD, 4h",unknown,False,True,,,unknown,
be935ba0,3,RNA-seq,"649001,648998",RAW264.7,"ActD, 2h",unknown,False,True,,,unknown,
aa83b53d,3,RNA-seq,321057,induced cell,unknown,unknown,False,False,,,unknown,
15b63f8f,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,60-3",unknown,False,False,,,unknown,
bc4ac066,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,60-2",unknown,False,False,,,unknown,
8f846f6d,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,60-1",unknown,False,False,,,unknown,
5b2f50d2,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,40-3",unknown,False,False,,,unknown,
7443dc21,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,40-2",unknown,False,False,,,unknown,
aacfe7ee,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,40-1",unknown,False,False,,,unknown,
92730228,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,20-3",unknown,False,False,,,unknown,
68c4e358,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,20-2",unknown,False,False,,,unknown,
5475cf4a,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,20-1",unknown,False,False,,,unknown,
5f3d7185,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,10-3",unknown,False,False,,,unknown,
29771b42,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,10-2",unknown,False,False,,,unknown,
2ea5deb2,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,10-1",unknown,False,False,,,unknown,
561a2d60,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,0-3",unknown,False,False,,,unknown,
ae9a5ae9,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,0-2",unknown,False,False,,,unknown,
f03d97df,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,0-1",unknown,False,False,,,unknown,
93656aae,2,RNA-seq,1295776,Cancer cell,"Ribo,hct116,erf1,3",unknown,False,False,,,unknown,
ea5a6268,2,RNA-seq,1295776,Cancer cell,"Ribo,hct116,erf1,2",unknown,False,False,,,unknown,
b9cf714e,2,RNA-seq,1295776,Cancer cell,"Ribo,hct116,erf1,1",unknown,False,False,,,unknown,
65db37fc,2,RNA-seq,1295776,Cancer cell,"Ribo,hct116,wt,3",unknown,False,False,,,unknown,
9896bf5e,2,RNA-seq,1295776,Cancer cell,"Ribo,hct116,wt,2",unknown,False,False,,,unknown,
d2560a7c,2,RNA-seq,1295776,Cancer cell,"Ribo,hct116,wt,1",unknown,False,False,,,unknown,
3cc6f3e3,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,6-2",unknown,False,False,,,unknown,
5fb9347d,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,6-1",unknown,False,False,,,unknown,
9e75ae63,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,4-3",unknown,False,False,,,unknown,
d0e70efe,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,4-2",unknown,False,False,,,unknown,
bbccad5e,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,4-1",unknown,False,False,,,unknown,
e1d89786,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,2-2",unknown,False,False,,,unknown,
11ecb0c2,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,2-1",unknown,False,False,,,unknown,
ff743355,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,0-3",unknown,False,False,,,unknown,
c8cf92fb,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,0-2",unknown,False,False,,,unknown,
667d1388,2,RNA-seq,1295776,Cancer cell,"HCT116,WT,0-1",unknown,False,False,,,unknown,
2ce59724,2,RNA-seq,1295776,fungal cell,"NC,UPF1,60-3",unknown,False,False,,,unknown,
1f30bbcc,2,RNA-seq,1295776,fungal cell,"NC,UPF1,60-2",unknown,False,False,,,unknown,
73db625a,2,RNA-seq,1295776,fungal cell,"NC,UPF1,60-1",unknown,False,False,,,unknown,
450a917a,2,RNA-seq,1295776,fungal cell,"NC,UPF1,40-3",unknown,False,False,,,unknown,
fd785c28,2,RNA-seq,1295776,fungal cell,"NC,UPF1,40-2",unknown,False,False,,,unknown,
1d2fcfd2,2,RNA-seq,1295776,fungal cell,"NC,UPF1,40-1",unknown,False,False,,,unknown,
3683a6f7,2,RNA-seq,1295776,fungal cell,"NC,UPF1,20-3",unknown,False,False,,,unknown,
4613f420,2,RNA-seq,1295776,fungal cell,"NC,UPF1,20-2",unknown,False,False,,,unknown,
ac2146ea,2,RNA-seq,1295776,fungal cell,"NC,UPF1,20-1",unknown,False,False,,,unknown,
6b46f268,2,RNA-seq,1295776,fungal cell,"NC,UPF1,10-3",unknown,False,False,,,unknown,
219f275e,2,RNA-seq,1295776,fungal cell,"NC,UPF1,10-2",unknown,False,False,,,unknown,
5112a217,2,RNA-seq,1295776,fungal cell,"NC,UPF1,10-1",unknown,False,False,,,unknown,
5f98e698,2,RNA-seq,1295776,fungal cell,"NC,UPF1,0-3",unknown,False,False,,,unknown,
3ca51aa0,2,RNA-seq,1295776,fungal cell,"NC,UPF1,0-2",unknown,False,False,,,unknown,
e5471963,2,RNA-seq,1295776,fungal cell,"NC,UPF1,0-1",unknown,False,False,,,unknown,
2ce6bf30,2,RNA-seq,1295776,fungal cell,"NC,WT,60-3",unknown,False,False,,,unknown,
b66886ac,2,RNA-seq,1295776,fungal cell,"NC,WT,60-2",unknown,False,False,,,unknown,
b8db4793,2,RNA-seq,1295776,fungal cell,"NC,WT,60-1",unknown,False,False,,,unknown,
efdec86b,2,RNA-seq,1295776,fungal cell,"NC,WT,40-3",unknown,False,False,,,unknown,
b335114c,2,RNA-seq,1295776,fungal cell,"NC,WT,40-2",unknown,False,False,,,unknown,
a7058aa7,2,RNA-seq,1295776,fungal cell,"NC,WT,40-1",unknown,False,False,,,unknown,
31ebafb6,2,RNA-seq,1295776,fungal cell,"NC,WT,20-3",unknown,False,False,,,unknown,
118fec3b,2,RNA-seq,1295776,fungal cell,"NC,WT,20-2",unknown,False,False,,,unknown,
bc1b50ae,2,RNA-seq,1295776,fungal cell,"NC,WT,20-1",unknown,False,False,,,unknown,
5c0caa63,2,RNA-seq,1295776,fungal cell,"NC,WT,10-3",unknown,False,False,,,unknown,
5fe0b54c,2,RNA-seq,1295776,fungal cell,"NC,WT,10-2",unknown,False,False,,,unknown,
5287053b,2,RNA-seq,1295776,fungal cell,"NC,WT,10-1",unknown,False,False,,,unknown,
493f8cd5,2,RNA-seq,1295776,fungal cell,"NC,WT,0-3",unknown,False,False,,,unknown,
3cd6b48c,2,RNA-seq,1295776,fungal cell,"NC,WT,0-2",unknown,False,False,,,unknown,
f74c07a6,2,RNA-seq,1295776,fungal cell,"NC,WT,0-1",unknown,False,False,,,unknown,
73ae5c84,2,RNA-seq,"1263618,1263619",assisted cell,unknown,unknown,False,True,,,unknown,
d070e1e6,2,RNA-seq,"1099202,1250600",MM cells,unknown,unknown,False,True,,,unknown,
f0589284,2,Ribo-seq,1191647,unknown,ethylene_3,unknown,False,False,,unknown,unknown,unknown
79af9221,2,Ribo-seq,1191647,unknown,ethylene_2,unknown,False,False,,unknown,unknown,unknown
22666900,2,Ribo-seq,1191647,unknown,ethylene_1,unknown,False,False,,unknown,unknown,unknown
d2c2e26b,2,RNA-seq,"770962,1187475",cancer cell,unknown,unknown,False,True,,,unknown,
389125b0,2,RNA-seq,"1173087,1113597",,unknown,unknown,False,True,,,unknown,
bbcc41cb,2,RNA-seq,"1160843,445733",293 cells,unknown,unknown,False,True,,,unknown,
56740443,2,RNA-seq,1136820,HEK293T human embryonic kidny cells; A549 lung carcinoma cells,unknown,unknown,False,False,,,unknown,
93bf06ac,2,RNA-seq,"1129072,669814",blood cells,unknown,unknown,False,True,,,unknown,
c5488cbe,2,RNA-seq,"1083527,944112",1 cells,unknown,unknown,False,True,,,unknown,
fe6484b8,2,RNA-seq,1075071,Human embryonic kidney,HEK293T cells were plated in 15 cm dishes and co-transfected with pCMV-Nes--chPylRSIPYE (TetRS)TetRS-12*(U6-CM15CGA) with pEGFP-mCherry-T2A-EGFP-151TCG in the presence of TetBu.,unknown,False,False,,,unknown,
