biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,is_cross_modal,is_cross_study,cap_selection_method,fractionation_method,replicate,translation_inhibitor
2e6f34c0,16,Ribo-seq,778050,CHO-K1,Harringtoninine,unknown,False,False,,unknown,,harringtonine
2a4e9ace,16,RNA-seq,778050,CHO-K1,NA,unknown,False,False,,,,
15d5473b,16,Ribo-seq,778050,CHO-K1,Cycloheximide,unknown,False,False,,unknown,,unknown
8ad9eb1d,16,Ribo-seq,778050,CHO-K1,No drug,unknown,False,False,,unknown,,unknown
fa77d6c9,16,Ribo-seq,753469,neuronal,unknown,unknown,False,False,,unknown,unknown,unknown
b2f1e2aa,16,Ribo-seq,752584,WT cells,unknown,DD48,False,False,,unknown,,unknown
abe2f27a,16,Ribo-seq,752584,WT cells,unknown,DD44,False,False,,unknown,,unknown
ac54f1a0,16,Ribo-seq,752584,WT cells,unknown,DD40,False,False,,unknown,,unknown
cc5f831e,16,Ribo-seq,752584,WT cells,unknown,DD36,False,False,,unknown,,unknown
d7084a47,16,Ribo-seq,752584,WT cells,unknown,DD32,False,False,,unknown,,unknown
e8b82a95,16,Ribo-seq,752584,WT cells,unknown,DD28,False,False,,unknown,,unknown
873cf70d,16,Ribo-seq,752584,WT cells,unknown,DD24,False,False,,unknown,,unknown
c2a5cd3a,16,Ribo-seq,752584,WT cells,unknown,DD20,False,False,,unknown,,unknown
20314bed,16,Ribo-seq,752584,WT cells,unknown,DD16,False,False,,unknown,,unknown
3b66c47c,16,Ribo-seq,752584,WT cells,unknown,DD12,False,False,,unknown,,unknown
430252c2,16,RNA-seq,748710,K562 cell line,none,unknown,False,False,,,unknown,
79d82f91,16,RNA-seq,744888,embryonic stem (ES) cells,CHX-treated,unknown,False,False,,,,
949ced15,16,RNA-seq,744888,embryonic stem (ES) cells,untreated,unknown,False,False,,,,
3e1f9a5e,16,RNA-seq,722238,HNSCC cells,unknown,unknown,False,False,,,unknown,
7bb55114,16,"Ribo-seq,RNA-seq",715464,unknown,unknown,4 h,True,False,,unknown,,unknown
37a92b5f,16,"Ribo-seq,RNA-seq","701894,701895",Human embryonic kidney cells,i14G1-12 (10 microM),unknown,True,True,,,unknown,
02972606,16,"Ribo-seq,RNA-seq","701894,701895",Human embryonic kidney cells,i14G1-10 (20 microM),unknown,True,True,,unknown,unknown,unknown
a6bc8602,16,"Ribo-seq,RNA-seq",692108,HFSC organoid culture,N1-acetylspermidine for 72h,unknown,True,False,,,unknown,
1f079e9c,16,"Ribo-seq,RNA-seq",692108,HFSC organoid culture,unknown,unknown,True,False,,,unknown,
710da657,16,RNA-seq,677870,intrahepatic cholangiocarcinoma cell line,unknown,unknown,False,False,,,unknown,
f0273ca4,16,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide,96hpi,True,False,,unknown,,unknown
ef07356c,16,RNA-seq,664109,NIH 3T3,unknown,unknown,False,False,,,unknown,
264eced5,16,"Ribo-seq,RNA-seq",661558,MEFs (mouse embryonic fibroblasts),unknown,15 min,True,False,,,,
ab280ba1,16,RNA-seq,630709,MEF expressing SV40 T,unknown,unknown,False,False,,,unknown,
172d7e03,16,"Ribo-seq,RNA-seq",611824,pc12,unknown,unknown,True,False,,unknown,unknown,unknown
daf5c9ae,16,RNA-seq,604580,ES-derived definitive endoderm cells,unknown,unknown,False,False,,,unknown,
73d55f81,16,RNA-seq,594022,Neurons (DIV 8) derived from CGR8 ES cells,unknown,unknown,False,False,,,unknown,
d3faf0e5,16,"Ribo-seq,RNA-seq",589466,Flp-In T-REx 293 Cell,unknown,unknown,True,False,,,,
8b20eb30,16,RNA-seq,"541924,527113",,unknown,unknown,False,True,,,unknown,
bcec70fc,16,RNA-seq,515538,Human Cervix Adenocarcinoma,unknown,unknown,False,False,,,unknown,
22365367,16,RNA-seq,512837,human lung fibroblasts,Heat shock,unknown,False,False,,,,
f48d68b4,16,RNA-seq,512837,human lung fibroblasts,Control,unknown,False,False,,,,
2d18c48d,16,"Ribo-seq,RNA-seq",511455,transgenic overexpression of HuR in adipose tissue,unknown,unknown,True,False,,,unknown,
aa9163fc,16,"Ribo-seq,RNA-seq",459526,the cell,control,unknown,True,False,,unknown,,unknown
d2400455,16,RNA-seq,414611,HeLa,none,unknown,False,False,,,unknown,
41b9e930,16,RNA-seq,378669,dendritic cells,Th1,4 hours,False,False,,,unknown,
6ba96bf2,16,RNA-seq,326128,knockdown cells,treated with Dox to induce knockdown,unknown,False,False,,,unknown,
36edb57b,16,RNA-seq,326128,knockdown cells,untreated,unknown,False,False,,,unknown,
9c9f50ba,16,Ribo-seq,263261,B cell,Ex-vivo,unknown,False,False,,unknown,unknown,unknown
62f62d7c,15,RNA-seq,"473812,473925,1116213",mammalian cells,unknown,unknown,False,True,,,unknown,
dcf489ce,15,"Ribo-seq,RNA-seq",989871,per cell,unknown,unknown,True,False,,,unknown,
30f04384,15,RNA-seq,"649002,649003,648998,649001",RAW264.7,untreated,unknown,False,True,,,unknown,
f64d9c9c,14,RNA-seq,896488,human epithelial cell,"eIF3h siRNA, 72 hours",unknown,False,False,,,,
3247918b,14,RNA-seq,896488,human epithelial cell,"eIF3d siRNA, 72 hours",unknown,False,False,,,,
79bbe74f,14,RNA-seq,896488,human epithelial cell,"non-targeting siRNA, 72 hours",unknown,False,False,,,,
dd2fa4ee,14,RNA-seq,896488,human epithelial cell,"eIF3e siRNA, 72 hours",unknown,False,False,,,,
87afd703,14,RNA-seq,776890,the skin tissue,unknown,unknown,False,False,,,unknown,
3a2a22b3,14,RNA-seq,599422,"Epidermal Melanocytes, neonatal","cycloheximide 5 minutes, 0.1mg/ml",unknown,False,False,,,unknown,
14bd4584,14,RNA-seq,599422,B-lymphoblastoid cell line,-,unknown,False,False,,,unknown,
585b329d,14,RNA-seq,515538,Human Chronic Myelogenous Leukemia,unknown,unknown,False,False,,,unknown,
6bad9a0d,14,RNA-seq,389599,BMDM,unknown,4hrs,False,False,,,unknown,
1e5a13e6,13,"Ribo-seq,RNA-seq",1296756,BmN cells,unknown,unknown,True,False,,,,
dc3b0ff5,13,RNA-seq,902621,grown cells,unknown,unknown,False,False,,,unknown,
b28f7111,13,RNA-seq,734953,mcf10a cells,unknown,unknown,False,False,,,unknown,
15f1fa33,13,RNA-seq,564290,of cells,unknown,unknown,False,False,,,unknown,
c1ffc5fa,12,Ribo-seq,1286308,chicken embryonic fibroblast,unknown,unknown,False,False,,unknown,unknown,unknown
03a7f475,12,RNA-seq,"942908,718868,1112384,1027912,1161172,1282489,603355,622261,633140,416661,705358",,unknown,unknown,False,True,,,unknown,
b73fea95,12,RNA-seq,1250600,Multiple myeloma cells,METTL5 shRNA infection,unknown,False,False,,,,
189eb7be,12,RNA-seq,1250600,Multiple myeloma cells,No treatment,unknown,False,False,,,,
5c052254,12,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,False,False,,unknown,unknown,unknown
40ee9708,12,RNA-seq,1207466,guard cell,DC3000,unknown,False,False,,,,
41ee11ab,12,RNA-seq,1193670,Prostate cancer cell line,Zotatifin,unknown,False,False,,,,
eb1a4348,12,RNA-seq,1193670,Prostate cancer cell line,None,unknown,False,False,,,,
a9fede0f,12,Ribo-seq,1176138,leukemia cells,unknown,3 days,False,False,,unknown,,unknown
bbd267ea,12,RNA-seq,1159806,intestinal epithelial cells,dextran sulfate sodium treated,unknown,False,False,,,unknown,
423bb018,12,RNA-seq,1136820,A549 lung carcinoma cells,unknown,unknown,False,False,,,unknown,
cb7ff781,12,Ribo-seq,1132552,primary cell,unknown,unknown,False,False,,unknown,unknown,unknown
6e45e0f9,12,RNA-seq,1120398,Human embryonic kidney cell,"30uM Dyngo (20 min), 1uM Isoproterenol (2 hr)",unknown,False,False,,,,
ad7a9256,12,RNA-seq,1120398,Human embryonic kidney cell,"30uM Dyngo (20 min), no drug",unknown,False,False,,,,
69e4a9ed,12,RNA-seq,1120398,Human embryonic kidney cell,"DMSO, 1uM Isoproterenol (2 hr)",unknown,False,False,,,,
1c6bbf87,12,RNA-seq,1120398,Human embryonic kidney cell,"DMSO, no drug",unknown,False,False,,,,
09683f67,12,RNA-seq,1103142,unknown,calcium supplement,unknown,False,False,,,unknown,
a9f08d37,12,RNA-seq,1103142,unknown,normal calcium,unknown,False,False,,,unknown,
8163d161,12,RNA-seq,1080484,governing cell,CCL4,unknown,False,False,,,unknown,
9e20d13c,12,RNA-seq,1076517,Cervical Cancer,Transfected with 18S:A1824C,unknown,False,False,,,unknown,
0916cd43,12,RNA-seq,1074242,CD8+ T cells,Vehicle Control,unknown,False,False,,,unknown,
adc86312,12,RNA-seq,1074242,CD8+ T cells,Halofuginone (Halo),unknown,False,False,,,unknown,
c5746357,12,"Ribo-seq,RNA-seq",1060294,Primary astrocytes,TNFα+ IL-1β for 48 hr,48 hr,True,False,,unknown,unknown,unknown
e2d049ee,12,"Ribo-seq,RNA-seq",1060294,Primary astrocytes,TNFα+ IL-1β for 24 hr,24 hr,True,False,,unknown,unknown,unknown
2e41eec6,12,"Ribo-seq,RNA-seq",1055925,NPM1-mutated acute myeloid leukemia cells,"500nM dTAG-13, 6h",unknown,True,False,,unknown,,unknown
d409368d,12,"Ribo-seq,RNA-seq",1055925,NPM1-mutated acute myeloid leukemia cells,"0.3% DMSO, 6h",unknown,True,False,,unknown,,unknown
27615499,12,Ribo-seq,1054207,unknown,Reillumination,unknown,False,False,,unknown,,unknown
1fd75dfa,12,RNA-seq,1047636,Primed iPSC,unknown,Day 3,False,False,,,unknown,
4f4f09b4,12,"Ribo-seq,RNA-seq",1047529,lung adenocarcinoma,DAMP knockout,unknown,True,False,,unknown,,unknown
6738c509,12,"Ribo-seq,RNA-seq",1047529,lung adenocarcinoma,CRISPR Control,unknown,True,False,,unknown,,unknown
a8d9cddd,12,"Ribo-seq,RNA-seq",1047529,lung adenocarcinoma,Scramble,unknown,True,False,,unknown,,unknown
b7b4207f,12,"Ribo-seq,RNA-seq",1044801,Human embryonic kidney 293T cell line,STM2457 6h,6 h,True,False,,unknown,,unknown
0c03e566,12,"Ribo-seq,RNA-seq",1044801,Human embryonic kidney 293T cell line,DMSO 6h,6 h,True,False,,unknown,,unknown
1cfa3acb,12,RNA-seq,1037596,and cell,unknown,D10,False,False,,,unknown,
425db38f,12,RNA-seq,1028618,OVCAR3,unknown,unknown,False,False,,,,
e1424303,12,RNA-seq,1007580,WT,unknown,unknown,False,False,,,,
043eb674,12,RNA-seq,1007580,OLA1_KO,unknown,unknown,False,False,,,,
70d44376,12,RNA-seq,1001994,SHSY-5Y,unknown,unknown,False,False,,,,
7eab510c,12,RNA-seq,982760,mouse embryonic stem cell,no,unknown,False,False,,,,
bbf4f01b,12,RNA-seq,977673,cardiomyocyte,Si-NAT10,unknown,False,False,,,unknown,
3b1d769e,12,RNA-seq,958219,organoid,stem cell enrichment,unknown,False,False,,,unknown,
bac143b5,12,RNA-seq,958219,organoid,stem cell depletion,unknown,False,False,,,unknown,
e935046a,12,"Ribo-seq,RNA-seq",946781,Fibroblasts,"Etoposide 50 uM, 10d",unknown,True,False,,unknown,unknown,unknown
c1dd9725,12,"Ribo-seq,RNA-seq",946781,Fibroblasts,Ionizing radiation (15 gy) induced senescence,unknown,True,False,,unknown,unknown,unknown
69677936,12,"Ribo-seq,RNA-seq",946781,Fibroblasts,Contact-inhibited quiescent cells,unknown,True,False,,unknown,unknown,unknown
966570b3,12,"Ribo-seq,RNA-seq",894460,Primary astrocytes,TNFalpha+ IL-1Beta,48 hr,True,False,,unknown,unknown,unknown
b46851fc,12,"Ribo-seq,RNA-seq",894460,Primary astrocytes,TNFalpha+ IL-1Beta,24 hr,True,False,,unknown,unknown,unknown
098374f4,12,RNA-seq,882418,unknown,NAC,unknown,False,False,,,,
bb0f1bef,12,"Ribo-seq,RNA-seq",871254,10000 cells,unknown,unknown,True,False,,unknown,,unknown
58116663,12,"Ribo-seq,RNA-seq",865860,Late-stage oocytes,unknown,unknown,True,False,,,,
d2097c3d,12,RNA-seq,860962,unknown,apidaecin 137 50 µM,unknown,False,False,,,unknown,
1e11fcee,12,"Ribo-seq,RNA-seq",858256,archaea,no treatment,unknown,True,False,,,,
c550fe6b,12,RNA-seq,852784,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,False,False,,,unknown,
b4cee9e1,12,RNA-seq,852784,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,False,False,,,unknown,
79f265fc,12,RNA-seq,848829,Multiple myeloma,siBCMA transfection,unknown,False,False,,,,
3d467be9,12,RNA-seq,848829,Multiple myeloma,siScramble transfection,unknown,False,False,,,,
9297b404,12,"Ribo-seq,RNA-seq",847982,Breast cancer,control,unknown,True,False,,,,
549fc10b,12,"Ribo-seq,RNA-seq",847982,Breast cancer,unknown,unknown,True,False,,,,
16818a21,12,RNA-seq,839354,competent cells,,unknown,False,False,,,unknown,
e4891972,12,RNA-seq,837608,Human embryonic kidney,transfected - SM-opt FLuc-GFP,unknown,False,False,,,unknown,
1cdad7f9,12,RNA-seq,837608,Human embryonic kidney,transfected - SM-nonopt FLuc-GFP,unknown,False,False,,,unknown,
7c48eb6c,12,Ribo-seq,787943,Suspension cell line,unknown,unknown,False,False,,unknown,unknown,unknown
5315282a,12,RNA-seq,779283,mouse embryonic fibroblasts,WTS+,unknown,False,False,,,unknown,
a2b39597,12,RNA-seq,779283,mouse embryonic fibroblasts,WTS-,unknown,False,False,,,unknown,
13e00a73,12,RNA-seq,765951,unknown,sulfur deficiency,unknown,False,False,,,unknown,
f91a8317,12,RNA-seq,756018,HA_EC,untreated,unknown,False,False,,,unknown,
adc14429,12,RNA-seq,756018,ES,untreated,unknown,False,False,,,unknown,
aec17035,12,RNA-seq,747022,the cells,stem cell enrichment,unknown,False,False,,,unknown,
cc965262,12,"Ribo-seq,RNA-seq",731067,min6,CPA 18 hours,unknown,True,False,,unknown,,unknown
b6e13708,12,"Ribo-seq,RNA-seq",731067,min6,CPA 1 hour,unknown,True,False,,unknown,,unknown
9575fe4a,12,"Ribo-seq,RNA-seq",731067,min6,DMSO 18 hours,unknown,True,False,,unknown,,unknown
38b2fcf6,12,Ribo-seq,725741,unknown,glucose depletion,unknown,False,False,,unknown,unknown,unknown
971b3cfb,12,RNA-seq,722238,HNSCC cells,The polyribosome-bound-mRNAs were isolated from total RNA by ultra-centrifugation,unknown,False,False,,,unknown,
21da8b16,12,RNA-seq,720951,IMR90,Senescent,unknown,False,False,,,unknown,
22e54784,12,RNA-seq,720951,IMR90,Proliferating,unknown,False,False,,,unknown,
dd0354bd,12,RNA-seq,"720892,648998",mESCs,"4sU, 120 min",unknown,False,True,,,unknown,
de80823b,12,RNA-seq,"720892,648998",mESCs,"4sU, 90 min",unknown,False,True,,,unknown,
92bda67d,12,RNA-seq,"720892,648998",mESCs,"4sU, 60 min",unknown,False,True,,,unknown,
57b68f34,12,RNA-seq,677870,Mettl1 knockdown,unknown,unknown,False,False,,,unknown,
38285a82,12,RNA-seq,677870,wild type,unknown,unknown,False,False,,,unknown,
b8fed4d1,12,Ribo-seq,668327,T-cell,untreated,0 h,False,False,,unknown,,unknown
dbf3c3d1,12,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide,2hpi,True,False,,,,
8b190fd3,12,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide,4hpi,True,False,,unknown,,unknown
51410134,12,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide,96h,True,False,,unknown,,unknown
8039ca52,12,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide,4h,True,False,,unknown,,unknown
acf820ea,12,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide,12hpi,True,False,,unknown,,unknown
55166f08,12,RNA-seq,649776,Huh7 cells,Mock,unknown,False,False,,,,
1b536da4,12,RNA-seq,649426,unknown,4 hours auxin treatment,unknown,False,False,,,,
3ae793cd,12,RNA-seq,649426,unknown,30 minutes auxin treatment,unknown,False,False,,,,
907f6a44,12,RNA-seq,649426,unknown,24 hours auxin treatment,24 h,False,False,,,,
8edb675c,12,RNA-seq,649426,unknown,1 hour auxin treatment,1 h,False,False,,,,
951ed100,12,RNA-seq,649426,unknown,15 minutes auxin treatment,unknown,False,False,,,,
8156a06c,12,RNA-seq,649426,unknown,12 hours auxin treatment,12 h,False,False,,,,
89c7983a,12,RNA-seq,635830,Epithelial (colon adenocarcinoma),unknown,10 h,False,False,,,,
3713d063,12,RNA-seq,635830,Epithelial (colon adenocarcinoma),unknown,5 h,False,False,,,,
d786bca4,12,RNA-seq,635830,Epithelial (colon adenocarcinoma),unknown,2 h,False,False,,,,
ee4e5825,12,RNA-seq,635830,Epithelial (colon adenocarcinoma),unknown,unknown,False,False,,,,
0d0f1798,12,"Ribo-seq,RNA-seq",543399,unknown,swim 2w,unknown,True,False,,,unknown,
ee28cc68,12,"Ribo-seq,RNA-seq",543399,unknown,swim 2d,2 d,True,False,,,unknown,
5619e5ec,12,Ribo-seq,484185,T-REx-HeLa Cell Line,unknown,unknown,False,False,,unknown,unknown,unknown
d9a4f0e2,12,Ribo-seq,478730,C6/36,unknown,24,False,False,,unknown,unknown,unknown
6dda4b42,12,"Ribo-seq,RNA-seq",472015,human lung adenocarcinoma epithelial cells,IFN-b (20 U/ml),unknown,True,False,,,unknown,
fa410144,12,"Ribo-seq,RNA-seq",472015,human lung adenocarcinoma epithelial cells,unknown,unknown,True,False,,,unknown,
f413afab,12,"Ribo-seq,RNA-seq",385767,Acute myeloid leukemia,control,unknown,True,False,,unknown,,unknown
7589ac3e,12,RNA-seq,"379292,379448",MCF7,control,unknown,False,True,,,,
142228b4,12,"Ribo-seq,RNA-seq",295955,S2,cultured in serum-free medium,unknown,True,False,,unknown,unknown,unknown
48467ffa,12,Ribo-seq,289569,Embryonic kidney,sodium arsenite,unknown,False,False,,unknown,,unknown
751c58f0,12,Ribo-seq,289569,Embryonic kidney,control,unknown,False,False,,unknown,,unknown
78d6f0c8,12,RNA-seq,182756,BJ cells,"Proliferation, normal conditions",unknown,False,False,,,unknown,
e61d319e,11,"Ribo-seq,RNA-seq","970317,1273852,627881,414611",,unknown,unknown,True,True,,,,
ecbecead,11,RNA-seq,"659038,701894,763442,1044801,701895,512491,623612,541324",HEK293T cells,unknown,unknown,False,True,,,unknown,
aa881267,11,RNA-seq,"951511,692108,470579,615002",stem cell,unknown,unknown,False,True,,,unknown,
db442304,11,RNA-seq,768399,Overall design: Ribosome profiling sequencing of oral mucosa of human that divived into tumor tissue and paracancerous tissue,unknown,unknown,False,False,,,unknown,
17bf51d8,10,RNA-seq,1282489,stem cells,LTP induced,30min,False,False,,,,
3cb9aac1,10,RNA-seq,1282489,stem cells,LTP induced,10min,False,False,,,,
a3e2d6c4,10,RNA-seq,1282489,stem cells,uninduced,0min,False,False,,,,
66527e54,10,RNA-seq,"1099224,714407",different cell,unknown,unknown,False,True,,,unknown,
3659c28f,10,RNA-seq,956925,HeLa cells,infection with vK1-C7- VACV,unknown,False,False,,,unknown,
6decadf6,10,"Ribo-seq,RNA-seq",946781,Fibroblasts,None,unknown,True,False,,unknown,unknown,unknown
c3f3a1e9,10,"Ribo-seq,RNA-seq","794846,266079",from cells,unknown,unknown,True,True,,,,
290824a0,10,RNA-seq,789173,living cells,untreated,unknown,False,False,,,unknown,
cc5ecd08,10,RNA-seq,756018,Hepatocytes,untreated,unknown,False,False,,,unknown,
179a0411,10,RNA-seq,756018,HCAEC,untreated,unknown,False,False,,,unknown,
cca5a086,10,RNA-seq,749295,fibroblasts,TAC,unknown,False,False,,,unknown,
ad8f6e4a,10,RNA-seq,720396,human lung cancer cells,unknown,unknown,False,False,,,unknown,
600a03e2,10,Ribo-seq,705358,embryonic stem cells,untreated,unknown,False,False,,unknown,,unknown
388b8685,10,"Ribo-seq,RNA-seq","630259,490682",unknown,unknown,30 min,True,True,,,,
e1fe2302,9,"Ribo-seq,RNA-seq","1254209,674211",cardiomyocytes,unknown,unknown,True,True,,unknown,,unknown
a7a624ba,9,RNA-seq,645135,We demonstrate that SMN binds to ribosomes and that this interaction is tissue,unknown,unknown,False,False,,,,
7567a094,9,"Ribo-seq,RNA-seq",400150,treated cell,unknown,unknown,True,False,,,unknown,
e3450e22,9,"Ribo-seq,RNA-seq",299045,we generated Ribo-Seq libraries from mouse tissue,unknown,unknown,True,False,,,unknown,
2a985222,8,RNA-seq,1282489,stem cells,LTP induced,60min,False,False,,,,
f266fa99,8,RNA-seq,1258865,eHAP iCas9 WT,unknown,unknown,False,False,,,unknown,
922c1e5c,8,RNA-seq,1258865,eHAP iCas9 SLFN11 ATRX DKO,unknown,unknown,False,False,,,unknown,
e48be141,8,RNA-seq,1258865,eHAP iCas9 ATRXKO,unknown,unknown,False,False,,,unknown,
be1cce1b,8,RNA-seq,1258865,eHAP iCas9 SLFN11KO,unknown,unknown,False,False,,,unknown,
c07201a3,8,RNA-seq,1207466,guard cell,Input,unknown,False,False,,,,
cd5773cb,8,RNA-seq,1207466,guard cell,IP,unknown,False,False,,,,
4b2d19f1,8,RNA-seq,1190589,IF-3mt KO,unknown,unknown,False,False,,,unknown,
a69e7090,8,RNA-seq,1172296,Bone marrow derived monocytes,Osteoclast differentiation,unknown,False,False,,,unknown,
3e5cedf2,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day18,False,True,,,unknown,
99be8d1a,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day12,False,True,,,unknown,
1017b1aa,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day10,False,True,,,unknown,
d9b26366,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day8,False,True,,,unknown,
e9df7385,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day6,False,True,,,unknown,
d057c5f4,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day4,False,True,,,unknown,
8baa8997,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day3,False,True,,,unknown,
dac6c21d,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day2,False,True,,,unknown,
53511dc5,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day1,False,True,,,unknown,
c5eaa20d,8,RNA-seq,"1147306,1147293",human embryonic stem cells,cardiomyocyte differentiation,Day0,False,True,,,unknown,
bfe04a22,8,RNA-seq,1129445,OMP-GFP positive mature OSNs,none,unknown,False,False,,,unknown,
33324eb9,8,RNA-seq,1129445,Ngn1-GFP+ immediate neuronal progenitors/immature olfactory sensory neurons (INP/iOSN),none,unknown,False,False,,,unknown,
f2ea731f,8,RNA-seq,1113597,Mat-KO,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
a3202550,8,RNA-seq,1113597,WT,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
a181a397,8,RNA-seq,1113597,MPP,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
615a669c,8,RNA-seq,1113597,LT-HSC,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
dd801d78,8,RNA-seq,1113597,CLP,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
cd2d3fb1,8,RNA-seq,1113597,CMP,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
5565ed73,8,RNA-seq,1113597,GMP,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
9ef978df,8,RNA-seq,1113597,MEP,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
f481ca02,8,RNA-seq,1113597,Erythoid cell,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
6d58afba,8,RNA-seq,1113597,Myeloid cell,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
20207220,8,RNA-seq,1113597,B cell,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
496819cb,8,RNA-seq,1113597,T cell,low-input Ribo-seq (160 cells/type),unknown,False,False,,,unknown,
ab44283a,8,RNA-seq,1076512,Cervical Cancer,Expressing shRNA targeting GCN2,unknown,False,False,,,unknown,
1821742f,8,RNA-seq,1076512,Cervical Cancer,Expressing scrambled shRNA,unknown,False,False,,,unknown,
c0d2228f,8,Ribo-seq,1054207,unknown,1h Dark,unknown,False,False,,unknown,,unknown
16cf2949,8,"Ribo-seq,RNA-seq","1049448,1049446",mouse lung fibroblasts,unknown,unknown,True,True,,unknown,unknown,unknown
125e9ca9,8,RNA-seq,1049048,unknown,bacterial cells,7 h,False,False,,,,
9734420a,8,RNA-seq,1049048,unknown,bacterial cells,6 h,False,False,,,,
20412d6f,8,RNA-seq,1049048,unknown,bacterial cells,5 h,False,False,,,,
d4bbe680,8,RNA-seq,1049048,unknown,bacterial cells,4 h,False,False,,,,
731bdebe,8,RNA-seq,1049048,unknown,bacterial cells,3 h,False,False,,,,
541b1852,8,RNA-seq,1049048,unknown,bacterial cells,2 h,False,False,,,,
fe030f4e,8,RNA-seq,1049048,unknown,bacterial cells,1 h,False,False,,,,
c582d4bd,8,RNA-seq,1049048,unknown,bacterial cells,0 h,False,False,,,,
1948ed29,8,RNA-seq,1034054,epidermal keratinocytes,None,unknown,False,False,,,,
05b35e2a,8,RNA-seq,1032588,budding yeast,unknown,unknown,False,False,,,,
93ca9e56,8,RNA-seq,1024503,mouse testis cells,unknown,unknown,False,False,,,unknown,
66ddd713,8,RNA-seq,1002994,normal colon epithelium cell,unknown,unknown,False,False,,,unknown,
b195c47a,8,RNA-seq,1002346,HAP1,5 uM 4SU and 6 kJ/m2 UVA,30 min,False,False,,,,
752c37d2,8,RNA-seq,1002346,HAP1,5 uM 4SU and 6 kJ/m2 UVA,0 min,False,False,,,,
cace6998,8,RNA-seq,989134,unknown,injected with sfGFP mRNAs at 1-cell stage,unknown,False,False,,,,
54171da2,8,Ribo-seq,985711,pancreatic adenocarcinoma cells,"1 microM IKE,24 h",unknown,False,False,,unknown,unknown,unknown
97d68399,8,Ribo-seq,985711,pancreatic adenocarcinoma cells,"0.1percent DMSO,24 h",unknown,False,False,,unknown,unknown,unknown
39089c0b,8,RNA-seq,978085,HEK293T,plus_preQ1,unknown,False,False,,,unknown,
ee6a0e1f,8,RNA-seq,978085,HEK293T,control_0Q,unknown,False,False,,,unknown,
18981476,8,RNA-seq,949707,primary cultured cortical neurons,harringtonine,3 min,False,False,,,unknown,
05735b47,8,RNA-seq,947526,Human neural progenitor,MAF1 KD CRISPRi,unknown,False,False,,,,
0f77e694,8,RNA-seq,943116,SW480,unknown,unknown,False,False,,,unknown,
bbe28156,8,Ribo-seq,942908,C57BL/6,unknown,unknown,False,False,,unknown,unknown,unknown
9d446543,8,"Ribo-seq,RNA-seq",933910,IMR90 cells(fibroblasts isolated from normal lung tissue),(normal Proliferating cells),unknown,True,False,,,,
f1e87c56,8,"Ribo-seq,RNA-seq",933910,IMR90 cells(fibroblasts isolated from normal lung tissue),Oncogene Induced Senesence (OIS),unknown,True,False,,,,
ce537b02,8,"Ribo-seq,RNA-seq",933910,IMR90 cells(fibroblasts isolated from normal lung tissue),Senescence (Replicative exhaustion) + H2O2 treatment,unknown,True,False,,,,
9d7df342,8,RNA-seq,933811,K562,CX5461,unknown,False,False,,,,
c711f4a6,8,RNA-seq,933811,K562,DMSO,unknown,False,False,,,,
5a2db61d,8,Ribo-seq,930426,embryonic kidney,Overnight (14 h) serum deprivation,unknown,False,False,,unknown,,unknown
bc4113b4,8,Ribo-seq,930426,embryonic kidney,N/A,unknown,False,False,,unknown,,unknown
